rank,SA1_CODE_2021,state,gentrification_risk_score,local_morans_i,spatial_lag,lisa_category,total_population,median_personal_income,pct_year12,pct_young_professionals,edu_income_mismatch
8577,20603111323,VIC,55.58548976112606,0.40932164646136004,58.94798951857865,LL (Coldspot),537,1191,77.06422018348624,42.64432029795158,-7.420661115607658
8578,21305136212,VIC,55.58386016393321,0.7294467306318161,56.23383610169348,LL (Coldspot),416,623,63.25088339222616,29.807692307692307,36.64237878319226
8579,20904122031,VIC,55.58214581649903,0.557489887456136,57.69338757964215,LL (Coldspot),222,792,71.8562874251497,31.08108108108108,26.23348038878055
8580,20701115201,VIC,55.58204533957679,0.22255607455735194,60.53327710942966,LL (Coldspot),484,1204,81.84019370460048,38.84297520661157,-0.9962849377932343
8581,21205132134,VIC,55.58074022492816,0.10889298666028052,61.497174198079534,LH (Low-High Outlier),358,669,77.19869706840392,18.994413407821227,56.91283896471632
8582,50701115412,WA,55.58031304552696,0.678691767374955,56.66727396947614,LL (Coldspot),619,636,65.23605150214593,26.81744749596123,39.14554879673548
8583,20607114315,VIC,55.579746076716674,0.49360921327918117,58.23649204248656,LL (Coldspot),455,1194,86.76844783715013,41.75824175824176,4.927123612696576
8584,12501158222,NSW,55.579183305287536,-0.6156338000513675,67.63789577856873,LH (Low-High Outlier),605,483,61.70212765957447,26.776859504132236,47.31770858592771
8585,21203130355,VIC,55.5758035751322,0.5487788105472315,57.771559308200885,LL (Coldspot),378,1008,79.02621722846442,51.05820105820106,8.129273162090229
8586,11702163615,NSW,55.57530638893855,0.5930185370373423,57.397168674630585,LL (Coldspot),386,1189,78.343949044586,39.37823834196891,-5.390134234634161
8587,30203104028,QLD,55.573310647037246,0.42836781512524974,58.79288419179906,LL (Coldspot),363,1321,79.61783439490446,46.5564738292011,-7.632706739243375
8588,11801134502,NSW,55.57255761343201,0.6585353712029901,56.84445382837171,LL (Coldspot),551,1710,90.66666666666666,40.471869328493646,-0.9638952554239067
