SAL_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,Suburb_Name
SAL22663,735,777,1515,48,2205,754,325,2661,0.8,2410,2.9,609,650,1263,0,5,9,9,4,12,4,0,35,0,0,0,0,3,3,9,25,14,15,7,0,68,0,4,8,10,11,8,0,0,0,0,0,13,4,6,5,0,0,29,0,0,0,0,3,0,3,0,0,7,0,0,0,13,8,6,7,0,0,35,Wallington
SAL22664,21,9,28,54,800,875,89,2374,0.8,2250,2.4,14,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wallup
SAL22665,131,133,262,54,1387,610,331,1674,0.8,1449,2.4,125,112,237,0,0,0,5,6,0,4,0,12,0,0,0,0,0,3,4,3,6,5,3,0,19,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,Walmer (Vic.)
SAL22666,82,75,157,48,1430,844,120,2036,0.7,1600,2.4,69,62,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walpa
SAL22667,89,88,171,52,542,575,125,1406,0.7,900,2.2,74,73,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walpeup
SAL22668,103,86,191,63,800,525,160,1458,0.7,924,1.7,95,82,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walwa
SAL22669,1083,1112,2195,41,2000,954,410,2766,0.8,2549,2.9,894,907,1800,0,9,6,17,16,9,7,0,75,0,0,3,10,12,4,21,37,21,19,7,0,132,0,14,17,24,18,9,0,0,0,0,6,11,11,14,4,0,0,38,0,0,3,10,0,4,0,0,0,13,0,0,4,16,11,15,4,0,0,51,Wandana Heights
SAL22670,35,32,67,43,859,612,163,1687,0.7,1125,2.3,31,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wandella (Vic.)
SAL22671,260,262,522,47,1400,784,275,1895,0.9,1615,2.5,203,206,410,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,7,4,3,0,3,0,27,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Wandiligong
SAL22672,193,212,408,49,2167,881,316,2528,0.8,2250,2.7,164,191,357,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,Wandin East
SAL22673,1560,1574,3132,39,1950,803,368,2161,0.8,1969,2.8,1245,1317,2566,0,3,3,10,7,8,0,0,26,0,0,0,8,6,0,9,18,8,10,0,0,55,0,12,5,11,15,8,0,0,0,0,4,6,7,7,0,0,0,23,0,0,0,0,3,0,0,0,0,4,0,0,3,10,6,7,0,0,0,28,Wandin North
SAL22674,18,21,41,39,1771,1100,150,2333,0.7,2416,2.6,17,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wando Bridge
SAL22675,46,52,96,49,934,710,100,1812,0.7,1583,2.6,39,42,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wando Vale
SAL22676,767,704,1477,40,1842,767,305,2274,0.8,2083,3.0,609,559,1170,0,0,0,3,4,0,4,0,12,0,0,0,0,3,0,7,8,4,0,4,0,33,0,4,6,5,9,3,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,6,6,10,0,0,0,0,18,Wandong
SAL22677,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wandown
SAL22678,112,108,217,52,1855,793,375,1974,0.7,1792,2.5,98,95,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Wangandary
SAL22679,6,5,8,71,0,433,0,1625,0.9,725,2.0,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wangarabell
SAL22680,9043,10169,19214,44,1300,700,260,1694,0.7,1218,2.2,7348,8549,15894,0,49,35,27,28,15,8,0,163,0,5,24,24,23,29,87,78,70,41,8,4,429,5,64,79,83,95,73,25,4,0,3,13,21,16,9,4,0,0,66,0,0,10,10,12,9,0,0,0,38,0,3,21,28,29,14,5,0,0,103,Wangaratta (Vic.)
SAL22681,276,274,550,49,1746,780,250,2090,0.7,1852,2.7,229,225,456,0,0,0,3,3,4,0,0,12,0,0,0,4,0,3,3,3,7,4,0,0,18,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Wangaratta South
SAL22682,3,6,11,48,0,900,0,2750,0.7,2499,3.0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wangie
SAL22683,110,122,237,34,1500,900,280,2218,0.8,2104,3.0,89,95,176,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wangoom
SAL22684,64,64,124,45,1042,758,100,1649,0.8,1550,2.8,51,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wannon
SAL22685,6933,7305,14237,41,2167,762,428,2107,0.8,1886,2.8,5569,6026,11597,3,92,179,81,63,39,16,4,484,6,9,25,20,25,27,373,152,102,66,25,4,937,7,52,76,81,60,48,13,0,0,0,9,57,51,32,13,0,0,165,0,0,7,21,19,6,0,0,0,53,0,0,20,79,64,41,10,0,0,219,Wantirna
SAL22686,9994,10761,20754,42,2167,751,441,2201,0.8,1915,2.7,8291,9187,17476,16,164,294,171,145,88,15,4,897,3,18,32,47,49,39,603,314,228,112,28,9,1716,17,61,105,113,97,75,16,6,0,0,22,89,65,52,11,3,0,242,0,0,12,28,28,13,6,0,0,81,0,0,29,111,98,63,19,6,0,323,Wantirna South
SAL22687,174,139,314,54,1270,606,200,1395,0.8,1260,2.3,159,129,289,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waranga Shores
SAL22688,26,28,48,59,2000,900,2358,2250,0.6,1406,2.0,22,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waratah Bay
SAL22689,977,1050,2020,50,1400,599,290,1503,0.8,1147,2.1,823,915,1735,0,3,3,9,12,8,0,0,33,0,0,0,5,7,9,13,26,26,16,0,0,96,0,0,11,16,12,15,5,0,0,0,3,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,14,Warburton (Vic.)
SAL22690,37,32,72,61,1030,599,150,1375,0.7,1041,1.9,41,34,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wareek
SAL22691,25,24,53,42,1300,575,231,2124,0.8,1625,2.8,26,24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wargan
SAL22692,17,12,31,43,0,387,0,2749,0.9,2749,3.6,11,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warmur
SAL22693,81,64,146,45,1642,1066,300,2250,0.8,2250,2.6,61,53,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warncoort
SAL22694,10,3,13,24,0,1824,0,5500,0.8,2750,3.3,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warne
SAL22695,302,264,565,41,1720,828,336,2037,0.8,1544,2.4,250,230,478,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Warneet
SAL22696,19,21,42,42,1443,850,135,2250,0.7,2125,2.5,11,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrabkook
SAL22697,1169,1191,2359,50,737,637,180,1530,0.7,1079,2.0,957,1032,1990,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,3,0,0,0,22,0,3,3,4,5,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Warracknabeal
SAL22698,9452,10397,19856,40,1625,754,321,1984,0.7,1563,2.5,7609,8608,16218,0,43,69,53,50,35,24,0,279,0,17,32,24,42,46,153,125,106,66,35,0,632,12,61,101,80,105,98,28,0,0,0,22,42,38,34,6,8,0,147,0,0,7,11,17,14,5,0,0,54,0,0,31,48,60,42,8,7,0,198,Warragul
SAL22699,133,144,280,42,2284,841,300,2374,0.8,2143,3.0,109,108,221,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,Warragul South
SAL22700,16,18,33,53,1887,604,380,1208,0.8,1187,2.6,12,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warragul West
SAL22701,35,36,68,43,960,812,275,2150,0.8,2036,2.5,26,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrak
SAL22702,2749,2792,5541,45,2200,931,492,3088,0.8,2742,3.0,2259,2329,4584,0,16,26,52,45,42,8,0,196,0,3,11,19,23,15,65,108,95,54,17,0,385,4,12,25,68,38,32,15,5,0,4,6,21,37,25,14,0,0,108,0,0,3,19,26,15,0,0,0,67,0,4,9,39,66,38,12,3,0,174,Warrandyte
SAL22703,337,340,671,45,2412,1062,500,3250,0.8,3181,3.3,281,283,564,5,0,0,9,9,5,0,0,23,0,0,0,6,3,0,4,17,10,3,0,0,52,0,0,0,10,3,4,0,0,0,0,0,3,0,3,0,0,0,16,0,0,0,0,7,0,0,0,0,14,0,0,0,9,8,7,0,0,0,26,Warrandyte South
SAL22704,2383,2434,4820,41,2167,954,423,3101,0.8,2852,3.1,1900,2009,3916,0,13,22,34,37,21,0,0,134,0,3,3,18,16,7,64,75,60,26,0,0,261,0,17,25,60,40,14,0,0,0,0,11,25,37,32,8,0,0,105,0,0,0,9,13,4,0,0,0,34,0,0,10,31,50,37,5,6,0,143,Warranwood
SAL22705,29,23,50,44,1700,487,120,2374,0.8,1562,3.1,24,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrayure
SAL22706,87,63,144,58,1950,695,254,1775,0.6,1416,2.2,71,58,130,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrenbayne
SAL22707,368,356,721,41,1733,735,229,2060,0.9,1687,2.8,287,287,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,4,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,Warrenheip
SAL22708,15,10,16,60,696,675,155,1812,0.6,1316,1.9,6,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrenmang
SAL22709,99,104,204,50,1300,641,310,1562,0.8,1213,2.5,79,90,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrion
SAL22710,14995,16306,31308,42,1408,749,290,1861,0.7,1385,2.3,12203,13790,25990,3,91,69,77,87,57,28,0,414,0,26,45,49,55,58,211,171,163,103,31,6,921,8,111,165,169,149,124,18,9,0,0,19,44,52,49,14,4,3,188,0,0,12,12,18,14,6,3,0,72,0,5,30,63,68,62,23,7,3,254,Warrnambool
SAL22711,21,20,46,45,477,900,140,2166,0.7,1875,2.4,17,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrock
SAL22712,39,34,77,38,2167,938,190,2062,0.7,1916,2.8,29,27,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warrong
SAL22713,46,37,88,52,1120,562,140,1458,0.7,1274,2.0,49,35,85,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wartook
SAL22714,72,46,124,56,477,465,175,1231,0.7,1031,2.1,62,46,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watchem
SAL22715,14,13,29,37,400,924,150,2166,0.7,1875,2.2,12,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watchem West
SAL22716,27,19,43,43,335,624,50,1187,0.8,966,2.3,19,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watchupga
SAL22717,107,115,217,37,1273,766,285,1728,0.8,1571,2.6,78,91,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waterford Park
SAL22718,8,3,12,60,1300,574,0,1374,0.9,824,1.5,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waterholes
SAL22719,58,67,122,50,1040,545,165,1531,0.8,1093,2.2,52,57,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Waterloo (Vic.)
SAL22720,1223,1199,2422,41,2500,960,623,2995,0.8,3013,3.3,984,968,1949,0,14,11,28,26,10,0,0,89,0,4,7,15,3,7,36,67,33,14,0,0,172,0,9,18,24,12,8,4,0,0,0,3,18,19,5,0,0,0,47,0,0,0,4,8,6,0,0,0,26,0,0,8,24,28,10,3,0,0,72,Waterways
SAL22721,2621,2731,5352,38,2019,900,385,2450,0.8,1883,2.5,2112,2241,4352,0,43,60,21,11,5,4,0,146,0,5,15,13,3,0,130,51,28,18,5,0,341,4,30,51,37,28,13,4,0,0,0,10,32,13,11,0,0,0,60,0,0,0,7,6,7,0,0,0,20,0,0,9,38,18,12,0,0,0,80,Watsonia
SAL22722,1863,1942,3799,41,2050,830,401,2370,0.8,2069,2.7,1517,1592,3112,4,21,32,22,19,10,4,0,105,0,9,8,9,9,6,70,36,26,11,3,0,222,0,26,28,22,18,11,4,0,0,0,9,15,8,9,4,0,0,43,0,0,0,3,8,0,0,0,0,13,0,0,6,15,20,12,4,0,0,56,Watsonia North
SAL22723,35,26,58,35,2995,1562,542,3750,0.9,3750,3.4,28,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watsons Creek (Vic.)
SAL22724,132,123,250,41,2167,807,204,1906,0.8,1812,2.9,98,94,192,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wattle Bank
SAL22725,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wattle Creek
SAL22726,55,51,104,54,1710,822,0,2250,0.8,2250,2.7,41,49,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wattle Flat (Vic.)
SAL22727,955,955,1911,42,2167,850,420,2552,0.8,2425,3.0,786,803,1589,0,4,4,10,4,3,3,0,26,0,0,5,4,0,0,13,21,16,3,4,0,69,0,8,11,11,13,11,0,0,0,0,7,4,3,6,0,0,0,23,0,0,0,0,6,0,0,0,0,12,0,0,6,8,9,0,0,0,0,29,Wattle Glen
SAL22728,5,4,11,49,600,899,0,1125,0.4,1125,2.0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wattle Hill (Vic.)
SAL22729,149,150,308,47,1200,733,200,1770,0.8,1354,2.5,134,115,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waubra
SAL22730,2433,2519,4956,27,1755,642,430,2483,0.8,2286,3.0,2019,2139,4151,6,78,26,23,10,11,0,0,163,0,3,3,10,4,4,53,46,16,15,0,0,279,8,17,22,36,15,13,3,0,0,5,4,19,20,12,0,0,0,53,0,0,0,7,0,0,0,0,0,10,0,5,5,23,21,13,0,0,0,60,Waurn Ponds
SAL22731,8,4,20,25,1150,687,0,2124,1.3,1625,3.8,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waygara
SAL22732,23,24,52,56,1862,487,205,2249,0.7,1792,2.4,20,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weatherboard
SAL22733,476,472,951,58,802,474,174,1234,0.8,868,2.0,421,415,836,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,0,10,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wedderburn (Vic.)
SAL22734,12,9,20,59,0,474,0,1874,0.7,1125,2.5,12,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wedderburn Junction
SAL22735,17,16,31,51,936,1089,263,1499,0.5,1625,1.9,17,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wee Wee Rup
SAL22736,7,11,15,42,1365,630,175,1375,0.8,1187,2.3,4,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weeaproinah
SAL22737,37,22,62,41,1946,700,220,2124,0.7,1375,2.3,33,21,52,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weering
SAL22738,60,61,121,47,1950,880,200,2555,0.7,2125,2.5,53,50,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weerite
