SAL_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,Suburb_Name
SAL10334,2124,2162,4281,42,2800,735,450,2329,0.9,1894,2.7,1732,1801,3525,5,30,36,17,13,13,5,0,121,0,4,10,3,3,0,79,47,24,16,5,0,235,0,5,17,10,10,3,6,0,0,0,4,18,16,8,0,0,0,50,0,0,4,11,6,0,0,0,0,27,0,0,5,25,23,9,4,0,0,70,Bexley North
SAL10335,49,35,84,38,5042,1017,230,2150,0.7,2125,2.8,30,29,61,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biala
SAL10336,44,38,82,52,1300,739,195,1449,0.7,1357,2.3,35,34,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bibbenluke
SAL10337,72,47,123,38,759,725,108,1468,0.9,1300,2.5,48,41,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biddon
SAL10338,22,11,32,54,500,900,0,2624,0.7,2250,2.4,16,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bidgeemia
SAL10339,1962,2237,4202,30,1733,451,200,1045,0.9,899,2.8,1367,1700,3071,0,9,6,3,0,0,0,0,14,0,0,0,0,0,0,12,4,6,0,0,0,31,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bidwill (NSW)
SAL10340,46,59,104,56,1733,616,300,1542,0.8,1343,2.4,43,49,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bielsdown Hills
SAL10341,41,37,78,53,1777,933,550,2250,0.7,2333,2.6,37,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Big Hill (NSW)
SAL10342,35,33,61,44,2300,1100,225,2250,0.7,2124,2.4,24,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Big Jacks Creek
SAL10343,8,7,16,59,0,949,0,1562,0.6,1666,2.0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Big Ridge
SAL10344,66,64,135,49,1857,780,150,2083,0.8,1708,2.7,50,56,109,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,Big Springs
SAL10345,144,128,268,57,1192,575,215,1406,0.7,875,2.0,128,111,233,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bigga
SAL10346,223,215,441,45,2167,643,340,1854,0.9,1385,2.8,184,180,361,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,6,4,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bilambil
SAL10347,1676,1810,3491,44,1901,748,470,1865,0.8,1562,2.6,1384,1503,2884,0,3,5,8,4,10,0,0,34,0,0,4,0,4,8,23,13,8,19,3,0,87,3,17,6,8,14,9,4,0,0,0,0,4,5,4,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,4,8,8,0,0,0,12,Bilambil Heights
SAL10348,296,285,586,43,1403,925,280,2267,0.8,2025,2.7,249,231,480,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,Bilbul
SAL10349,119,126,251,54,3467,1557,1075,4600,0.7,4299,2.5,105,113,216,0,0,0,5,3,5,8,0,12,0,0,0,0,0,0,4,11,5,4,9,0,30,0,0,0,0,4,3,0,0,0,0,0,0,3,4,0,3,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,5,0,3,0,9,Bilgola Beach
SAL10350,1804,1848,3650,46,3315,1062,895,3003,0.8,2856,2.9,1431,1487,2917,0,8,23,32,39,25,11,0,143,0,3,3,3,10,8,51,67,68,49,15,0,269,0,4,17,23,35,25,6,0,0,0,0,15,29,21,10,0,0,82,0,0,0,5,12,7,4,0,0,37,0,0,0,26,52,28,13,0,0,113,Bilgola Plateau
SAL10351,17,8,31,51,0,900,0,2249,0.6,1875,2.7,14,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billeroy
SAL10352,3,4,7,51,0,649,0,2399,0.6,2250,2.7,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billilingra
SAL10353,63,56,117,50,2000,833,220,1583,0.7,1375,2.2,55,46,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billimari
SAL10354,132,130,261,43,2286,700,289,1562,1.0,1474,2.7,104,102,208,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Billinudgel
SAL10355,41,41,79,53,1229,437,225,1312,1.0,491,1.9,37,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billys Creek
SAL10356,98,93,196,45,1850,928,200,2522,0.8,1843,2.7,77,79,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Billywillinga
SAL10357,335,320,653,48,2352,710,410,2164,0.8,1692,2.6,273,267,545,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,3,4,5,0,0,23,0,0,0,0,5,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,Bilpin
SAL10358,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bimberi
SAL10359,35,36,71,49,1472,671,130,1906,0.7,1781,2.6,32,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bimbi
SAL10360,63,52,113,43,1767,680,0,1625,1.1,1666,2.9,46,40,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bimbimbie
SAL10361,292,256,550,45,1300,821,280,2046,0.7,1433,2.3,228,214,440,0,0,0,5,5,0,0,0,10,0,0,0,0,0,0,3,4,7,0,4,0,19,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Binalong
SAL10362,173,120,291,45,1300,793,230,1781,0.8,1325,2.3,129,102,228,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Binda
SAL10363,18,15,32,65,5200,612,120,1312,0.6,962,1.7,17,13,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bindera
SAL10364,607,705,1318,61,1062,479,200,1064,0.7,853,2.0,546,622,1167,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,4,3,6,3,0,20,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bingara
SAL10365,20,23,39,52,1143,574,0,1416,0.7,1333,2.4,19,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bingeebeebra Creek
SAL10366,102,104,205,61,1300,600,273,1406,0.8,1125,2.1,94,100,190,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,7,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bingie
SAL10367,19,16,36,58,1300,450,450,1187,0.9,900,2.6,20,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bingleburra
SAL10368,87,71,159,33,538,933,180,2100,0.8,1474,2.8,64,55,117,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biniguy
SAL10369,181,165,339,48,1700,928,425,2437,0.7,2042,2.6,146,138,284,0,0,0,0,7,0,0,0,10,0,0,0,0,5,0,0,3,12,7,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Binjura
SAL10370,105,113,223,39,3000,807,400,2250,0.9,2113,3.0,80,87,171,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Binna Burra (NSW)
SAL10371,348,304,658,54,585,456,150,980,0.7,782,2.0,310,258,567,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Binnaway
SAL10372,67,56,122,42,650,892,250,1978,0.9,1875,3.1,46,43,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Binya
SAL10373,1547,1681,3228,46,4000,1661,700,4706,0.9,3603,2.4,1266,1398,2664,0,20,52,55,45,44,19,0,239,0,3,8,12,12,8,120,118,103,105,32,7,538,0,9,22,20,29,28,5,3,0,0,6,12,23,11,15,5,0,70,0,0,8,19,19,15,7,5,0,77,0,0,17,37,40,32,24,3,0,152,Birchgrove
SAL10374,14,23,34,63,1150,425,250,1374,0.7,624,1.8,15,23,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Birdwood (NSW)
SAL10375,34,27,59,41,1886,630,100,1562,1.0,1600,2.9,22,26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Birganbigil
SAL10376,1382,1217,2598,28,1700,666,380,1753,0.9,1468,2.6,1206,1049,2257,0,58,19,3,3,0,3,0,88,6,7,0,0,0,0,47,11,10,4,3,0,173,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,8,Birmingham Gardens
SAL10377,28,17,45,47,0,762,270,2125,0.7,1624,2.3,23,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Birriwa
SAL10378,1662,1672,3331,36,2033,548,440,1639,1.0,1575,3.2,1339,1348,2687,0,15,14,8,14,4,0,0,57,0,6,0,6,6,0,28,20,18,5,0,0,115,0,10,10,9,7,8,0,0,0,0,4,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,6,0,0,0,14,Birrong
SAL10379,112,100,218,43,2000,762,185,2139,0.8,1949,2.8,94,81,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bishops Bridge
SAL10380,80,76,163,51,1550,746,350,1843,0.7,1625,2.6,60,69,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bithramere
SAL10381,22,25,47,59,2167,675,0,1312,0.7,1416,2.3,20,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Creek (Port Macquarie-Hastings - NSW)
SAL10382,11,7,16,23,1733,850,0,1375,1.1,1375,3.8,4,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Creek (Snowy Valleys - NSW)
SAL10383,453,525,972,65,1661,598,375,1357,0.7,1053,2.0,411,471,883,0,0,0,0,0,3,3,0,16,0,0,0,0,0,7,4,6,9,9,6,0,33,0,0,0,5,4,10,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,Black Head
SAL10384,265,257,516,47,2665,903,586,2946,0.8,2980,3.2,216,215,430,0,0,0,3,0,0,0,0,16,0,0,0,0,0,3,8,8,9,0,0,0,19,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,Black Hill (NSW)
SAL10385,6,7,11,56,1080,899,0,3250,0.5,1375,2.0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Hollow
SAL10386,163,131,291,47,2000,766,225,1922,0.7,1768,2.6,133,113,247,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,4,10,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Black Mountain (NSW)
SAL10387,120,107,230,42,1302,716,380,1850,0.9,1625,2.8,94,81,181,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Range (NSW)
SAL10388,113,114,227,46,1300,840,200,2025,0.7,1774,2.5,87,92,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Springs (NSW)
SAL10389,1389,1427,2812,43,1600,683,350,1831,0.8,1422,2.5,1130,1205,2337,0,8,6,0,4,0,0,0,23,0,0,0,0,3,3,14,8,8,8,4,0,51,0,0,9,0,6,14,7,0,0,0,0,3,4,5,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,15,Blackalls Park
SAL10390,1583,1708,3291,43,2000,707,420,1994,0.8,1604,2.6,1298,1464,2763,0,9,7,12,9,6,0,0,45,0,4,5,0,10,0,17,23,13,9,0,0,83,3,11,16,4,12,0,0,0,0,0,0,4,13,7,4,0,0,29,0,0,4,0,3,0,0,0,0,3,0,0,3,8,18,7,4,0,0,40,Blackbutt (NSW)
SAL10391,1733,1855,3586,31,1733,560,310,1386,0.9,1174,2.9,1272,1385,2656,0,3,5,0,4,0,0,0,16,0,0,0,0,0,0,13,3,4,0,0,0,32,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Blackett
SAL10392,2223,2446,4672,53,1733,740,380,1820,0.7,1332,2.0,1894,2140,4036,0,4,35,32,54,48,18,4,200,0,0,5,7,11,17,72,91,108,99,42,3,449,0,9,12,34,36,46,12,0,0,0,3,10,13,11,6,0,0,41,0,0,0,6,6,8,0,0,0,17,0,0,8,10,13,13,6,3,0,60,Blackheath
SAL10393,9,11,22,38,2167,537,360,2125,1.2,2250,3.8,11,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blackmans Flat
SAL10394,108,68,178,58,2089,580,260,1312,0.9,737,1.9,101,60,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blackmans Point
SAL10395,920,962,1881,50,1733,636,390,1783,0.8,1252,2.3,795,835,1633,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,7,5,4,4,3,0,26,0,3,5,3,7,5,0,0,0,0,0,0,4,5,0,0,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,4,7,7,0,0,0,19,Blacksmiths
SAL10396,25765,25196,50961,34,2094,757,400,1935,1.0,1774,2.9,20690,20439,41130,28,547,652,171,115,71,15,6,1602,5,45,56,35,25,22,1270,318,205,110,20,8,3395,23,146,162,92,76,50,17,0,0,3,52,102,62,17,13,3,0,244,0,0,20,33,16,13,0,5,0,85,0,3,71,132,71,30,11,9,0,332,Blacktown
SAL10397,70,60,128,45,369,714,172,1625,0.7,1416,2.7,58,48,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blackville
SAL10398,929,1017,1941,45,2024,732,390,1963,0.8,1449,2.2,774,853,1630,0,3,10,0,3,0,5,0,22,0,0,0,0,0,0,15,10,10,3,4,0,62,6,4,5,9,5,4,3,0,0,0,3,8,5,3,4,0,0,26,0,0,0,0,4,0,4,0,0,13,0,0,8,8,11,11,4,0,0,34,Blackwall (NSW)
SAL10399,1373,1352,2725,37,2167,809,470,2388,0.8,2389,3.4,1135,1110,2245,0,8,18,13,12,4,3,0,60,0,0,3,3,0,3,37,21,20,8,3,0,105,0,3,11,14,3,3,0,0,0,0,3,7,0,0,4,0,0,11,0,0,3,4,0,0,0,0,0,11,0,0,3,7,3,3,6,0,0,25,Blair Athol (NSW)
SAL10400,196,214,409,33,1997,763,385,1890,0.8,1792,3.1,160,161,312,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,Blairmount
SAL10401,61,74,132,47,2156,885,335,2156,0.7,1825,2.5,52,62,115,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blakebrook
SAL10402,3221,3435,6652,43,3208,901,600,2744,0.8,2474,3.1,2625,2853,5481,4,21,41,44,38,23,7,0,181,0,3,5,7,15,7,107,78,62,22,12,5,354,0,13,13,10,18,17,7,4,0,0,8,30,32,24,13,4,0,101,0,0,11,12,21,7,10,0,0,54,0,3,19,40,56,28,20,4,0,163,Blakehurst
SAL10403,48,49,92,39,2044,1089,350,2833,0.8,2374,2.6,34,41,70,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blakney Creek
SAL10404,30,31,61,29,1375,725,0,2166,0.8,1437,3.1,17,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bland
SAL10405,101,105,205,51,1300,846,200,2166,0.7,1449,2.0,97,91,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Blandford
SAL10406,3597,3839,7434,41,2230,937,420,2524,0.8,2171,2.7,2838,3093,5934,0,37,53,50,56,33,15,0,241,0,10,6,19,21,13,139,119,118,64,17,0,566,3,26,34,46,48,49,8,0,0,0,14,34,22,26,8,0,0,101,0,0,3,10,10,6,5,0,0,37,0,0,14,47,35,31,9,0,0,135,Blaxland (NSW)
SAL10407,53,59,113,55,1733,488,275,1593,0.8,1531,2.8,45,53,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blaxlands Creek
SAL10408,288,296,589,39,2600,888,470,2723,0.9,2764,3.4,232,232,466,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,0,7,3,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,11,Blaxlands Ridge
