SAL_CODE_2021,Suburb_Name,KMeans_5,KMeans_10,KMeans_15,KMeans_20,Hierarchical_10,Hierarchical_20,HDBSCAN
SAL40913,Moonaree,0,8,4,3,4,12,0
SAL40914,Moonta,0,8,4,3,4,7,0
SAL40915,Moonta Bay,0,8,4,3,4,7,-1
SAL40916,Moonta Mines,0,8,4,3,4,7,0
SAL40917,Moorak,0,0,0,8,4,12,-1
SAL40918,Moorlands,0,8,4,3,4,7,0
SAL40919,Moorook,0,8,4,3,4,7,0
SAL40920,Moorook South,0,8,4,3,4,7,0
SAL40921,Moppa,0,0,0,8,4,12,0
SAL40922,Morchard,0,8,4,3,4,7,0
SAL40923,Morgan,0,8,4,3,4,7,0
SAL40924,Morn Hill,0,0,0,0,4,7,0
SAL40925,Morphett Vale,1,5,10,15,3,9,-1
SAL40926,Morphetts Flat,0,8,4,3,4,7,0
SAL40927,Morphettville,4,6,9,18,3,9,-1
SAL40928,Mortana,0,0,0,0,4,19,-1
SAL40929,Moseley,0,0,0,0,4,19,0
SAL40930,Mosquito Hill,0,0,0,8,4,12,0
SAL40931,Motpena,0,8,4,3,4,12,0
SAL40932,Mount Barker (SA),1,5,10,13,1,5,-1
SAL40933,Mount Barker Junction,0,0,0,8,4,12,-1
SAL40934,Mount Barker Springs,0,0,0,8,4,12,0
SAL40935,Mount Barker Summit,0,0,0,8,4,7,0
SAL40936,Mount Benson,0,8,4,3,4,7,0
SAL40937,Mount Bryan,0,8,4,3,4,7,0
SAL40938,Mount Bryan East,0,8,4,3,4,7,0
SAL40939,Mount Burr,0,8,4,3,4,7,0
SAL40940,Mount Charles,0,8,4,3,4,7,0
SAL40941,Mount Compass,0,0,0,8,3,14,0
SAL40942,Mount Cooper (SA),0,8,4,0,4,19,0
SAL40943,Mount Crawford,0,0,0,8,4,7,0
SAL40944,Mount Damper,0,0,0,8,4,12,0
SAL40945,Mount Drummond,0,0,0,8,4,12,-1
SAL40946,Mount Dutton Bay,0,8,4,3,4,7,0
SAL40947,Mount Gambier,1,5,10,13,1,5,-1
SAL40948,Mount George (SA),0,0,0,8,4,12,-1
SAL40949,Mount Hope (SA),0,8,4,3,4,7,0
SAL40950,Mount Ive,0,8,4,0,4,7,0
SAL40951,Mount Jagged,0,0,0,8,4,7,0
SAL40952,Mount Joy,0,3,2,11,4,7,-1
SAL40953,Mount Light,0,0,0,8,4,12,0
SAL40954,Mount Magnificent,0,0,0,8,4,7,0
SAL40955,Mount Mary,0,8,4,3,4,7,0
SAL40956,Mount Mcintyre,0,8,4,3,4,7,0
SAL40957,Mount Mckenzie,0,0,0,8,4,7,0
SAL40958,Mount Observation (SA),0,0,0,0,4,12,-1
SAL40959,Mount Osmond,0,0,0,8,4,12,-1
SAL40960,Mount Pleasant (SA),0,8,4,3,4,7,-1
SAL40961,Mount Schank,0,0,0,8,4,12,0
SAL40962,Mount Serle,0,8,4,0,4,12,0
SAL40963,Mount Templeton,0,8,4,3,4,7,0
SAL40964,Mount Torrens,0,0,0,8,4,7,0
SAL40965,Mount Wedge,0,0,0,0,4,19,-1
SAL40966,Mount Willoughby,0,0,0,0,4,19,-1
SAL40967,Moyhall,0,0,0,8,4,12,0
SAL40968,Mudamuckla,0,8,4,0,4,19,0
SAL40969,Mulgundawa,0,0,0,8,4,12,0
SAL40970,Mullaquana,0,8,4,3,4,7,0
SAL40971,Muloorina,0,8,4,0,4,12,0
SAL40972,Mundallio,0,8,4,3,4,7,-1
SAL40973,Mundic Creek,0,8,4,3,4,7,0
SAL40974,Mundoo Island,0,3,2,11,6,13,1
SAL40975,Mundoora,0,8,4,3,4,7,0
SAL40976,Mundulla,0,8,4,3,4,7,0
SAL40977,Mundulla West,0,0,0,0,4,19,0
SAL40978,Mungeranie,0,0,0,0,4,19,-1
SAL40979,Munno Para,0,8,4,18,3,14,-1
SAL40980,Munno Para Downs,0,8,4,3,4,7,0
SAL40981,Munno Para West,4,6,9,18,3,9,-1
SAL40982,Murbko,0,8,4,3,4,7,0
SAL40983,Murdinga,0,0,0,8,4,12,-1
SAL40984,Murlong,0,8,4,0,4,19,0
SAL40985,Murputja - Nyapari,0,0,0,8,4,12,-1
SAL40986,Murrawong,0,8,4,3,4,7,0
SAL40987,Murray Bridge,4,6,9,15,3,18,-1
SAL40988,Murray Bridge East,0,8,4,3,4,7,0
SAL40989,Murray Bridge North,0,8,4,3,4,7,0
SAL40990,Murray Bridge South,0,0,0,8,4,12,0
SAL40991,Murray Town,0,8,4,3,4,7,0
SAL40992,Murtho,0,8,4,3,4,7,0
SAL40993,Muston,0,8,4,3,4,7,0
SAL40994,Mutooroo,0,8,4,3,4,7,0
SAL40995,Mylor,0,0,0,18,4,12,-1
SAL40996,Mypolonga,0,8,4,3,4,7,0
SAL40997,Myponga,0,0,0,8,4,7,0
SAL40998,Myponga Beach,0,8,4,3,4,7,0
SAL40999,Myrtle Bank (SA),4,5,5,19,1,11,-1
SAL41000,Nackara,0,8,4,3,4,7,-1
SAL41001,Nadia,0,3,2,11,4,7,1
SAL41002,Naidia,0,8,4,3,4,7,0
SAL41003,Nailsworth,4,6,9,18,3,14,-1
SAL41004,Nain,0,8,4,3,4,7,0
SAL41005,Nairne,4,6,9,18,3,9,-1
SAL41006,Nalyappa,0,8,4,3,4,7,0
SAL41007,Nangkita,0,8,4,3,4,7,0
SAL41008,Nangwarry,0,8,4,3,4,7,0
SAL41009,Nantawarra,0,0,0,0,4,7,0
SAL41010,Napperby,0,8,4,3,4,7,0
SAL41011,Naracoorte,4,6,9,18,3,14,-1
SAL41012,Narridy,0,8,4,3,4,7,0
SAL41013,Narrung (SA),0,8,4,3,4,7,0
SAL41014,Naturi,0,8,4,3,4,12,0
SAL41015,Neales Flat,0,8,4,3,4,7,0
SAL41016,Nectar Brook,0,8,4,0,4,7,0
SAL41017,Nelshaby,0,8,4,3,4,7,0
SAL41018,Nene Valley,0,8,4,8,4,7,0
SAL41019,Nepabunna,0,8,4,3,4,7,0
SAL41020,Nepean Bay,0,8,4,3,4,7,0
SAL41021,Netherby (SA),4,6,9,1,3,14,-1
SAL41022,Netherton,0,8,4,0,4,12,0
SAL41023,Netley,0,8,4,3,3,14,-1
SAL41024,New Port,0,0,0,8,4,12,-1
SAL41025,New Residence,0,0,0,8,4,12,0
SAL41026,New Town (SA),0,8,4,3,3,14,0
SAL41027,New Well,0,8,4,3,4,7,0
SAL41028,Newland,0,0,0,0,4,12,0
SAL41029,Newton,4,6,9,18,3,14,-1
SAL41030,Ngapala,0,8,4,3,4,7,0
SAL41031,Ngarkat,0,0,0,8,4,12,0
SAL41032,Nildottie,0,8,4,3,4,7,0
SAL41033,Ninnes,0,0,0,0,4,12,0
SAL41034,Noarlunga Centre,0,8,4,3,4,7,0
SAL41035,Noarlunga Downs,0,8,4,18,3,14,-1
SAL41036,Nora Creina,0,8,4,3,4,7,0
SAL41037,Normanville (SA),0,8,4,3,3,14,-1
SAL41038,North Adelaide,1,2,5,7,1,3,-1
SAL41039,North Beach (SA),0,8,4,3,4,7,0
SAL41040,North Booborowie,0,8,4,0,4,7,0
SAL41041,North Brighton,4,6,9,18,3,14,-1
SAL41042,North Cape,0,8,4,3,4,12,0
SAL41043,North Haven (SA),4,6,9,18,3,14,-1
SAL41044,North Moonta,0,8,4,3,4,7,0
SAL41045,North Plympton,4,6,9,18,3,9,-1
SAL41046,North Shields,0,0,0,8,4,7,0
SAL41047,North West Bend,0,8,4,3,4,7,0
SAL41048,North Yelta,0,3,2,11,6,13,1
SAL41049,Northern Heights,0,8,4,3,4,7,0
SAL41050,Northfield,4,6,9,18,3,14,-1
SAL41051,Northgate (SA),4,6,9,18,3,14,-1
SAL41052,Norton Summit,0,0,0,8,4,12,0
SAL41053,Norwood (SA),1,5,5,7,1,5,-1
SAL41054,Notts Well,0,8,4,3,4,7,0
SAL41055,Novar Gardens,0,6,9,18,3,14,-1
SAL41056,Nullarbor,0,0,0,0,4,12,-1
SAL41057,Nunjikompita,0,0,0,8,4,12,-1
SAL41058,Nuriootpa,4,6,9,18,3,14,-1
SAL41059,Nurom,0,8,4,8,4,7,0
SAL41060,Nurragi,0,0,0,8,4,12,0
SAL41061,O'Halloran Hill,0,0,0,18,3,14,-1
SAL41062,O'Sullivan Beach,0,8,4,3,4,7,0
SAL41063,Oak Valley (SA),0,8,4,0,4,19,-1
SAL41064,Oakbank,0,0,0,8,3,14,-1
SAL41065,Oakden,4,6,9,18,3,14,-1
SAL41066,Oakden Hills,0,8,4,0,4,7,-1
SAL41067,Oaklands Park,4,6,9,18,3,9,-1
SAL41068,Ob Flat,0,0,0,8,4,7,0
SAL41069,Olary,0,8,4,3,4,7,0
SAL41070,Old Calperum,0,0,0,8,4,12,-1
SAL41071,Old Noarlunga,0,8,4,3,4,7,0
SAL41072,Old Reynella,0,8,4,18,3,14,-1
SAL41073,Old Teal Flat,0,3,2,11,6,13,1
SAL41074,Olympic Dam,0,8,4,3,4,7,-1
SAL41075,One Tree Hill,0,0,0,8,4,12,0
SAL41076,Onkaparinga Hills,0,0,9,18,3,14,-1
SAL41077,Oodla Wirra,0,8,4,3,4,12,0
SAL41078,Oodnadatta,0,8,4,0,4,19,0
SAL41079,Orroroo,0,8,4,3,4,7,0
SAL41080,Osborne (SA),0,8,4,3,3,14,0
SAL41081,Ottoway,0,8,4,3,3,14,0
SAL41082,Outer Harbor,0,8,4,3,4,7,-1
SAL41083,Overland Corner,0,8,4,3,4,7,0
SAL41084,Ovingham,0,0,0,8,3,14,-1
SAL41085,Owen,0,8,4,3,4,7,0
SAL41086,Padthaway,0,8,4,3,4,7,0
SAL41087,Paechtown,0,0,0,8,3,14,-1
SAL41088,Pages Flat,0,0,0,8,4,12,0
SAL41089,Paisley,0,8,4,3,4,7,0
SAL41090,Palkagee,0,8,4,0,4,19,0
SAL41091,Pallamana,0,8,4,3,4,7,0
SAL41092,Palmer (SA),0,8,4,3,4,7,0
SAL41093,Pandurra,0,0,0,8,4,12,0
SAL41094,Panitya (SA),0,0,0,0,4,19,0
SAL41095,Panorama,4,6,9,18,3,14,-1
SAL41096,Para Hills,4,6,9,18,3,9,-1
SAL41097,Para Hills West,0,8,4,3,3,14,-1
SAL41098,Para Vista,0,8,4,3,3,9,-1
SAL41099,Parachilna,0,8,4,3,4,7,0
SAL41100,Paracombe,0,0,0,8,4,7,0
SAL41101,Paradise (SA),4,6,9,15,3,9,-1
SAL41102,Parafield,0,3,2,11,4,7,1
SAL41103,Parafield Gardens,4,6,10,15,1,5,-1
SAL41104,Parakylia,0,8,4,3,4,7,0
SAL41105,Paralowie,4,6,9,15,3,9,-1
SAL41106,Paramatta,0,0,0,8,4,12,-1
SAL41107,Paratoo,0,3,2,11,4,7,-1
SAL41108,Parawa,0,8,4,3,4,7,0
SAL41109,Parham,0,8,4,3,4,7,0
SAL41110,Parilla,0,0,0,8,4,12,0
SAL41111,Paringa,0,8,4,3,4,7,0
SAL41112,Paris Creek,0,0,0,8,4,7,0
SAL41113,Park Holme,0,6,9,18,3,14,-1
SAL41114,Parkside (SA),1,5,10,1,1,5,-1
SAL41115,Parnaroo,0,0,0,8,4,12,0
SAL41116,Parndana,0,8,4,3,4,7,0
SAL41117,Parrakie,0,8,4,3,4,7,0
SAL41118,Parsons Beach,0,8,4,3,4,7,0
SAL41119,Paruna,0,8,4,3,4,7,0
SAL41120,Pasadena,4,6,9,18,3,14,-1
SAL41121,Paskeville,0,8,4,3,4,7,0
SAL41122,Pata,0,8,4,3,4,7,0
SAL41123,Payneham,4,6,9,18,3,14,-1
SAL41124,Payneham South,0,0,0,18,4,12,-1
SAL41125,Peake,0,8,4,3,4,7,0
SAL41126,Pearlah,0,8,4,0,4,7,0
SAL41127,Peebinga,0,8,4,3,4,12,0
SAL41128,Peep Hill,0,8,4,3,4,7,0
SAL41129,Pekina,0,8,4,3,4,7,0
SAL41130,Pelican Lagoon,0,8,4,3,4,7,0
SAL41131,Pelican Point (SA),0,8,4,3,4,7,0
SAL41132,Pellaring Flat,0,8,4,3,4,7,0
SAL41133,Penfield,0,8,4,3,4,7,0
SAL41134,Penfield Gardens,0,0,4,8,4,7,0
SAL41135,Penneshaw,0,8,4,3,4,7,0
SAL41136,Pennington,0,8,4,18,3,14,-1
SAL41137,Penola,0,8,4,3,4,7,0
SAL41138,Penong,0,8,4,3,4,7,0
SAL41139,Penrice,0,0,0,8,4,7,0
SAL41140,Penwortham,0,0,0,8,4,7,0
SAL41141,Perlubie,0,8,4,3,4,7,0
SAL41142,Perponda,0,8,4,3,4,7,0
SAL41143,Peterborough (SA),0,8,4,3,4,7,-1
SAL41144,Peterhead,0,8,4,3,4,7,0
SAL41145,Petersville,0,8,4,3,4,7,0
SAL41146,Petherick,0,0,0,8,4,12,0
SAL41147,Petina,0,0,0,0,4,12,0
SAL41148,Petwood,0,0,0,8,4,12,0
SAL41149,Pewsey Vale,0,0,0,8,4,12,0
SAL41150,Piccadilly (SA),0,0,0,8,4,12,-1
SAL41151,Piednippie,0,0,0,8,4,12,0
SAL41152,Pike River,0,0,0,8,4,12,0
SAL41153,Pimba,0,8,4,3,4,12,0
SAL41154,Pimbaacla,0,0,0,8,4,12,0
SAL41155,Pine Creek (SA),0,3,2,11,6,13,1
SAL41156,Pine Creek Station,0,3,2,11,6,13,1
SAL41157,Pine Hill,0,0,0,8,4,12,0
SAL41158,Pine Point,0,8,4,3,4,7,0
SAL41159,Pinery,0,8,4,3,4,7,0
SAL41160,Pinkawillinie,0,8,4,0,4,19,0
SAL41161,Pinkerton Plains,0,0,0,8,4,12,0
SAL41162,Pinks Beach,0,8,4,3,4,7,0
SAL41163,Pinnaroo,0,8,4,3,4,7,0
SAL41164,Pipalyatjara,0,8,4,0,4,19,0
SAL41165,Pirie East,0,0,0,8,4,12,0
SAL41166,Pleasant Park,0,8,4,3,4,7,0
SAL41167,Plympton,4,6,9,15,3,9,-1
SAL41168,Plympton Park,4,6,9,18,3,14,-1
SAL41169,Point Boston,0,0,0,8,4,12,0
SAL41170,Point Lowly,0,8,4,3,4,7,0
SAL41171,Point Pass,0,8,4,3,4,7,0
SAL41172,Point Pearce,0,8,4,0,4,19,0
SAL41173,Point Souttar,0,8,4,3,4,7,0
SAL41174,Point Sturt,0,8,4,3,4,7,0
SAL41175,Point Turton,0,8,4,3,4,7,0
SAL41176,Polda,0,0,0,0,4,19,-1
SAL41177,Polish Hill River,0,0,0,8,4,12,0
SAL41178,Poltalloch,0,8,4,0,4,7,0
SAL41179,Pompoota,0,8,4,3,4,7,0
SAL41180,Ponde,0,8,4,3,4,7,0
SAL41181,Poochera,0,8,4,0,4,7,0
SAL41182,Pooginagoric,0,0,0,8,4,7,0
SAL41183,Pooginook,0,0,0,8,4,7,0
SAL41184,Poonindie,0,0,0,0,4,7,0
SAL41185,Pooraka,4,6,9,18,3,14,-1
SAL41186,Porky Flat,0,0,0,8,4,12,0
SAL41187,Port Adelaide,0,8,4,3,4,7,-1
SAL41188,Port Arthur (SA),0,8,4,3,4,7,0
SAL41189,Port Augusta,4,6,9,18,3,9,-1
SAL41190,Port Augusta West,0,6,9,18,3,14,-1
SAL41191,Port Bonython,0,8,4,3,4,7,0
SAL41192,Port Broughton,0,8,4,3,4,7,0
SAL41193,Port Davis,0,8,4,0,4,19,0
SAL41194,Port Elliot,0,6,9,18,3,14,-1
SAL41195,Port Gawler,0,0,0,8,4,12,0
SAL41196,Port Germein,0,8,4,3,4,7,0
SAL41197,Port Gibbon,0,8,4,3,4,7,0
SAL41198,Port Hughes,0,8,4,3,4,7,0
SAL41199,Port Julia,0,8,4,3,4,7,0
SAL41200,Port Kenny,0,8,4,3,4,7,0
SAL41201,Port Lincoln,4,5,10,15,3,9,-1
SAL41202,Port Macdonnell,0,8,4,3,4,7,0
SAL41203,Port Mannum,0,8,4,3,4,7,0
SAL41204,Port Moorowie,0,8,4,3,4,7,0
SAL41205,Port Neill,0,8,4,3,4,7,0
SAL41206,Port Noarlunga,0,8,4,18,3,14,-1
SAL41207,Port Noarlunga South,0,0,9,18,3,14,-1
SAL41208,Port Paterson,0,8,4,8,4,7,0
SAL41209,Port Pirie,0,8,4,3,4,7,0
SAL41210,Port Pirie South,0,8,4,18,3,14,-1
SAL41211,Port Pirie West,0,8,4,3,4,7,0
SAL41212,Port Rickaby,0,8,4,3,4,7,0
SAL41213,Port Victoria,0,8,4,3,4,7,0
SAL41214,Port Vincent,0,8,4,3,4,7,0
SAL41215,Port Wakefield,0,8,4,3,4,7,0
SAL41216,Port Willunga,0,8,4,3,3,14,-1
SAL41217,Porter Lagoon,0,0,0,0,4,12,-1
SAL41218,Price,0,8,4,3,4,7,0
SAL41219,Proof Range,0,0,0,8,4,12,-1
SAL41220,Prospect (SA),1,4,1,7,1,5,-1
SAL41221,Prospect Hill,0,0,0,8,4,12,0
SAL41222,Pukatja,0,8,4,0,4,19,0
SAL41223,Puntabie,0,8,4,3,4,7,-1
SAL41224,Punthari,0,8,4,3,4,7,0
SAL41225,Punyelroo,0,8,4,3,4,7,0
SAL41226,Pureba,0,3,2,11,4,7,1
SAL41227,Purnong,0,8,4,3,4,7,0
SAL41228,Pyap,0,0,0,8,4,12,0
SAL41229,Pyap West,0,0,0,8,4,12,0
SAL41230,Pygery,0,8,4,0,4,7,0
SAL41231,Qualco,0,8,4,3,4,7,0
SAL41232,Queenstown (SA),0,8,4,3,3,14,0
SAL41233,Quorn,0,8,4,3,4,7,0
SAL41234,Racecourse Bay,0,8,4,3,4,7,0
SAL41235,Ramco,0,8,4,3,4,7,0
SAL41236,Ramco Heights,0,8,4,3,4,7,0
SAL41237,Ramsay (SA),0,8,4,3,4,7,0
SAL41238,Rapid Bay,0,8,4,3,4,7,0
SAL41239,Red Creek,0,0,0,8,4,12,0
SAL41240,Redbanks,0,8,4,3,4,7,0
SAL41241,Redhill,0,8,4,3,4,7,0
SAL41242,Redwood Park,4,6,9,18,3,9,-1
SAL41243,Reedy Creek (SA),0,8,4,3,4,7,0
SAL41244,Reeves Plains,0,0,0,8,4,7,0
SAL41245,Regency Park,0,8,4,3,4,7,-1
SAL41246,Reid (SA),0,0,0,8,4,12,0
SAL41247,Rendelsham,0,8,4,3,4,7,0
SAL41248,Renmark,0,8,4,3,3,14,-1
SAL41249,Renmark North,0,8,4,3,4,7,0
SAL41250,Renmark South,0,8,4,8,4,7,0
SAL41251,Renmark West,0,0,0,8,4,7,0
SAL41252,Renown Park,0,8,4,3,3,14,-1
SAL41253,Reynella,0,6,9,18,3,14,-1
SAL41254,Reynella East,0,8,4,3,3,14,0
SAL41255,Rhynie,0,8,4,3,4,7,0
SAL41256,Richmond (SA),0,0,9,18,3,14,-1
SAL41257,Ridgehaven,0,6,9,18,3,14,-1
SAL41258,Ridleyton,0,0,0,8,3,14,-1
SAL41259,Risdon Park,0,8,4,3,3,14,-1
SAL41260,Risdon Park South,0,8,4,3,3,14,-1
SAL41261,Riverglades,0,8,4,3,3,14,0
SAL41262,Riverglen,0,8,4,0,4,7,0
SAL41263,Riverton (SA),0,8,4,3,3,14,-1
SAL41264,Robe,0,8,4,3,4,7,-1
SAL41265,Robertstown,0,8,4,3,4,7,0
SAL41266,Rochester (SA),0,8,4,3,4,7,0
SAL41267,Rockleigh,0,8,4,3,4,7,0
SAL41268,Rocky Camp,0,8,4,3,4,7,0
SAL41269,Rocky Gully (SA),0,8,4,3,4,7,0
SAL41270,Rocky Plain (SA),0,8,4,3,4,7,0
SAL41271,Rocky Point (SA),0,3,2,11,6,13,1
SAL41272,Rogues Point,0,8,4,3,4,7,0
SAL41273,Rose Park,4,6,9,18,3,14,-1
SAL41274,Rosedale (SA),0,0,0,8,4,12,0
SAL41275,Rosetown,0,8,4,3,4,7,0
SAL41276,Rosewater,0,8,4,18,3,14,-1
SAL41277,Roseworthy,0,0,0,8,4,12,0
SAL41278,Rosslyn Park,4,6,9,18,3,14,-1
SAL41279,Rostrevor,1,5,10,1,1,5,-1
SAL41280,Rowland Flat,0,0,0,8,4,12,0
SAL41281,Roxby Downs,4,6,9,15,3,9,-1
SAL41282,Royal Park,0,0,0,18,3,14,-1
SAL41283,Royston Park,4,6,9,18,3,14,-1
SAL41284,Rudall,0,8,4,3,4,7,0
SAL41285,SA Remainder,0,3,2,11,6,13,1
SAL41286,Saddleworth,0,8,4,3,4,7,0
SAL41287,Saints,0,8,4,0,4,19,0
SAL41288,Salisbury (SA),4,6,9,18,3,9,-1
SAL41289,Salisbury Downs,0,8,9,18,3,14,-1
SAL41290,Salisbury East,4,6,9,18,3,9,-1
SAL41291,Salisbury Heights,4,6,9,18,3,14,-1
SAL41292,Salisbury North,4,6,9,18,3,9,-1
SAL41293,Salisbury Park,0,8,4,3,3,14,0
SAL41294,Salisbury Plain,0,8,4,3,4,7,0
SAL41295,Salisbury South,0,8,4,3,4,7,-1
SAL41296,Salt Creek,0,8,4,3,4,7,0
SAL41297,Salter Springs,0,0,0,8,4,12,0
SAL41298,Saltia,0,0,0,0,4,12,-1
SAL41299,Sampson Flat,0,0,0,8,4,12,0
SAL41300,Sandalwood,0,8,4,3,4,7,0
SAL41301,Sandergrove,0,0,0,8,4,12,0
SAL41302,Sanderston,0,8,4,3,4,7,0
SAL41303,Sandilands (SA),0,0,0,8,4,7,0
SAL41304,Sandleton,0,8,4,3,4,7,0
SAL41305,Sandy Creek (SA),0,0,0,8,4,12,0
SAL41306,Sandy Grove,0,8,4,3,4,7,0
SAL41307,Sapphiretown,0,8,4,3,4,7,0
SAL41308,Sceale Bay,0,8,4,3,4,7,0
SAL41309,Schell Well,0,0,0,8,4,12,0
SAL41310,Scott Creek,0,0,0,8,4,12,0
SAL41311,Seacliff,4,6,9,18,3,14,-1
SAL41312,Seacliff Park,4,6,9,18,3,14,-1
SAL41313,Seacombe Gardens,0,6,9,18,3,14,-1
SAL41314,Seacombe Heights,0,0,0,8,4,12,-1
SAL41315,Seaford (SA),0,6,9,18,3,14,-1
SAL41316,Seaford Heights,0,0,0,8,4,12,-1
SAL41317,Seaford Meadows,4,6,9,18,3,14,-1
SAL41318,Seaford Rise,4,6,9,18,3,14,-1
SAL41319,Seal Bay,0,8,4,0,4,19,0
SAL41320,Seaton (SA),4,6,9,15,3,9,-1
SAL41321,Seaview Downs,0,0,0,18,3,14,-1
SAL41322,Sebastopol (SA),0,8,4,3,4,7,0
SAL41323,Second Valley,0,8,4,3,4,7,0
SAL41324,Sedan,0,8,4,3,4,7,0
SAL41325,Seddon (SA),0,0,0,0,4,12,0
SAL41326,Sefton Park,0,0,0,8,4,12,-1
SAL41327,Sellicks Beach,0,8,4,18,3,14,-1
SAL41328,Sellicks Hill,0,0,0,8,4,7,0
SAL41329,Semaphore,4,6,9,18,3,14,-1
SAL41330,Semaphore Park,4,6,9,18,3,14,-1
SAL41331,Semaphore South,0,0,0,8,3,14,-1
SAL41332,Senior,0,0,0,0,4,7,0
SAL41333,Seppeltsfield,0,0,0,8,4,12,0
SAL41334,Sevenhill,0,8,4,3,4,7,0
SAL41335,Shaugh,0,0,0,0,4,12,0
SAL41336,Shea-Oak Log,0,8,4,3,4,7,0
SAL41337,Sheaoak Flat,0,8,4,3,4,7,0
SAL41338,Sheidow Park,4,6,9,18,3,9,-1
SAL41339,Sheringa,0,8,4,3,4,7,0
SAL41340,Sherlock (SA),0,8,4,3,4,7,0
SAL41341,Sherwood (SA),0,0,0,8,4,12,0
SAL41342,Short,0,8,4,3,4,7,0
SAL41343,Silverton (SA),0,8,4,3,4,7,0
SAL41344,Skye (SA),0,0,0,8,4,12,0
SAL41345,Sleaford,0,8,4,3,4,7,0
SAL41346,Smithfield (SA),0,8,4,3,3,14,0
SAL41347,Smithfield Plains,0,8,4,3,3,14,0
SAL41348,Smoky Bay,0,8,4,3,4,7,0
SAL41349,Snowtown,0,8,4,3,4,7,0
SAL41350,Solomon,0,0,0,0,4,7,0
SAL41351,Solomontown,0,8,4,3,4,7,0
SAL41352,Somerton Park,1,5,5,19,1,11,-1
SAL41353,South Brighton,4,6,9,18,3,14,-1
SAL41354,South Hummocks,0,0,0,8,4,12,0
SAL41355,South Kilkerran,0,8,4,3,4,7,0
SAL41356,South Plympton,4,6,9,18,1,3,-1
SAL41357,Southend,0,0,0,8,4,7,0
SAL41358,Spalding (SA),0,8,4,3,4,7,0
SAL41359,Spectacle Lake,0,8,4,0,4,19,0
SAL41360,Spence (SA),0,0,0,8,4,12,0
SAL41361,Spring Farm (SA),0,0,0,8,4,12,0
SAL41362,Spring Gully (SA),0,0,0,8,4,7,0
SAL41363,Springfield (SA),0,0,0,8,4,12,-1
SAL41364,Springton,0,8,4,3,4,7,0
SAL41365,Square Mile,0,0,0,8,4,12,-1
SAL41366,St Agnes (SA),4,6,9,18,3,14,-1
SAL41367,St Clair (SA),4,6,9,18,4,12,-1
SAL41368,St Georges,4,6,9,1,3,14,-1
SAL41369,St Ives (SA),0,0,0,0,4,7,0
SAL41370,St Johns,0,0,0,8,4,12,-1
SAL41371,St Kilda (SA),0,8,4,3,4,7,0
SAL41372,St Kitts,0,0,0,8,4,12,0
SAL41373,St Marys (SA),0,0,0,18,3,14,-1
SAL41374,St Morris,0,0,0,18,4,12,-1
SAL41375,St Peters (SA),4,5,5,1,1,16,-1
SAL41376,Stanley (SA),0,8,4,3,4,7,0
SAL41377,Stanley Flat,0,0,0,8,4,7,0
SAL41378,Stansbury,0,8,4,3,4,7,0
SAL41379,Steelton,0,0,0,8,4,12,0
SAL41380,Steinfeld,0,8,4,3,4,7,0
SAL41381,Stephenston,0,3,2,11,6,13,1
SAL41382,Stepney,0,0,0,8,4,12,-1
SAL41383,Stewart Range,0,8,4,3,4,7,0
SAL41384,Stirling (SA),4,6,5,1,1,16,-1
SAL41385,Stirling North,0,0,0,8,3,14,-1
SAL41386,Stockport,0,8,4,3,4,7,0
SAL41387,Stockwell,0,0,0,8,4,12,0
SAL41388,Stockyard Creek (SA),0,0,0,0,4,12,0
SAL41389,Stockyard Plain,0,0,0,0,4,19,0
SAL41390,Stokes Bay,0,8,4,3,4,7,0
SAL41391,Stone Hut,0,8,4,3,4,7,0
SAL41392,Stone Well,0,0,0,8,4,7,0
SAL41393,Stonyfell,4,6,9,18,3,14,-1
SAL41394,Stow,0,8,4,0,4,12,0
SAL41395,Strathalbyn (SA),4,6,9,18,3,9,-1
SAL41396,Streaky Bay,0,8,4,3,4,7,0
SAL41397,Struan,0,0,0,8,4,7,0
SAL41398,Stuart (SA),0,8,4,3,4,7,0
SAL41399,Stuarts Creek,0,0,0,8,4,12,-1
SAL41400,Stun'Sail Boom,0,8,4,3,4,7,0
SAL41401,Sturt (SA),0,8,4,18,3,14,-1
SAL41402,Sturt Vale,0,8,4,3,4,12,0
SAL41403,Sultana Point,0,8,4,3,4,7,0
SAL41404,Summertown,0,0,0,8,4,12,-1
SAL41405,Sunlands,0,8,4,3,4,7,0
SAL41406,Sunnybrae,0,8,4,3,4,7,0
SAL41407,Sunnydale,0,8,4,3,4,7,0
SAL41408,Sunnyside (SA),0,0,0,8,4,7,0
SAL41409,Sunnyvale,0,0,0,8,4,12,0
SAL41410,Surrey Downs,0,0,0,18,3,14,-1
SAL41411,Sutherlands,0,8,4,3,4,7,0
SAL41412,Suttontown,0,0,0,8,4,12,0
SAL41413,Swan Reach (SA),0,8,4,3,4,7,0
SAL41414,Swanport,0,0,0,8,4,12,0
SAL41415,Swede Flat,0,0,0,8,4,12,-1
SAL41416,Tailem Bend,0,8,4,3,4,7,0
SAL41417,Taldra,0,8,4,0,4,7,0
SAL41418,Talia,0,8,4,3,4,7,0
SAL41419,Tantanoola,0,8,4,3,4,7,0
SAL41420,Tanunda,4,6,9,18,3,14,-1
SAL41421,Taperoo,0,8,4,3,3,14,0
