SAL_CODE_2021,Suburb,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Median_mortgage_repay_monthly,Median_rent_weekly,Average_household_size,owned_outright,owned_mortgage,renting_total,renting_private,renting_social,total_dwellings,pct_owned_outright,pct_owned_mortgage,pct_renting,pct_renting_social,mortgage_stress_ratio,mortgage_stress_level,high_mortgage_count,rent_stress_ratio,rent_stress_level,high_rent_count,pct_apartments,pct_houses,pct_small_dwellings,Average_num_psns_per_bedroom,pct_low_income,pct_high_income,single_parent_families,total_households,pct_young_adults,pct_families_age,pct_retirees,total_population,homeownership_lockout_score,family_lockout_score,first_buyer_lockout_score,crisis_score,affordability_score,is_sydney_metro
SAL11397,SAL11397,42,712,1567,1842,380,2.5,796,789,566,313,129,2298,34.6,34.3,24.6,5.6,27.1,Manageable (<30%),169,24.3,Manageable (<30%),319,1.6,79.2,2.6,0.8,47.7,19.5,545,2298,23.9,23.3,36.0,6057,28.4,19.2,29.6,26.1,79.9,True
SAL12237,SAL12237,47,541,939,1142,280,2.2,381,225,270,158,18,904,42.1,24.9,29.9,2.0,28.1,Manageable (<30%),0,29.8,Manageable (<30%),8,7.9,89.3,2.9,0.7,79.8,3.7,323,904,17.7,20.0,42.3,2248,30.2,27.2,31.3,33.5,79.9,True
SAL11000,SAL11000,42,938,2354,3000,450,2.8,878,616,507,363,57,2052,42.8,30.0,24.7,2.8,29.4,Manageable (<30%),576,19.1,Manageable (<30%),510,11.9,78.8,6.8,0.9,33.2,51.8,402,2052,24.3,27.0,31.5,6178,26.2,16.2,31.0,23.4,79.8,True
SAL13147,SAL13147,49,706,1404,1733,313,2.6,88,57,19,9,0,168,52.4,33.9,11.3,0.0,28.5,Manageable (<30%),6,22.3,Manageable (<30%),9,0.0,86.9,11.9,0.9,47.6,17.9,20,168,14.9,23.4,43.8,482,19.0,21.6,24.4,23.4,79.8,True
SAL13969,SAL13969,43,717,1477,1885,350,2.5,163,167,126,66,7,481,33.9,34.7,26.2,1.5,29.5,Manageable (<30%),40,23.7,Manageable (<30%),37,1.0,87.5,9.4,0.8,48.2,17.5,101,481,22.2,24.3,34.6,1285,28.6,21.2,30.6,27.0,79.7,True
SAL14160,SAL14160,31,686,1518,1853,390,2.4,296,335,526,342,91,1193,24.8,28.1,44.1,7.6,28.2,Manageable (<30%),44,25.7,Manageable (<30%),301,5.8,85.2,5.7,0.8,46.0,11.1,280,1193,41.9,21.0,23.9,3142,41.3,20.2,40.1,30.4,79.7,True
SAL14127,SAL14127,42,670,1887,2275,525,3.2,37,37,22,17,0,100,37.0,37.0,22.0,0.0,27.8,Manageable (<30%),12,27.8,Manageable (<30%),7,0.0,87.0,5.0,0.8,31.0,12.0,19,100,24.4,23.0,32.3,344,28.3,17.6,28.9,24.2,79.7,True
SAL10596,SAL10596,48,904,2062,2500,470,2.4,110,105,67,37,0,294,37.4,35.7,22.8,0.0,28.0,Manageable (<30%),74,22.8,Manageable (<30%),68,9.2,84.7,10.2,0.8,43.2,44.6,54,294,20.9,26.2,39.9,737,26.4,20.1,28.6,24.9,79.7,True
SAL13194,SAL13194,43,952,2433,2700,500,2.8,989,934,607,448,64,2618,37.8,35.7,23.2,2.4,25.6,Manageable (<30%),801,20.6,Manageable (<30%),782,14.9,73.3,5.4,0.8,25.5,50.5,551,2618,22.2,27.9,32.7,7588,26.1,14.5,28.1,21.2,79.7,True
SAL13980,SAL13980,45,739,1657,2146,410,2.7,674,749,292,134,77,1922,35.1,39.0,15.2,4.0,29.9,Manageable (<30%),301,24.7,Manageable (<30%),238,0.2,81.0,1.2,0.8,44.7,23.8,502,1922,21.3,23.7,37.0,5369,24.2,18.3,26.9,24.6,79.6,True
SAL13733,SAL13733,43,920,2371,3000,600,2.9,454,418,159,135,0,1068,42.5,39.1,14.9,0.0,29.2,Manageable (<30%),398,25.3,Manageable (<30%),232,9.2,79.8,0.0,0.8,27.2,47.5,215,1068,23.4,26.2,33.6,3200,24.0,14.6,26.9,21.9,79.6,True
SAL13463,SAL13463,39,769,1715,2167,400,2.7,203,244,123,49,40,572,35.5,42.7,21.5,7.0,29.2,Manageable (<30%),104,23.3,Manageable (<30%),94,5.4,80.1,3.5,0.8,43.2,19.8,145,572,20.3,27.4,28.8,1593,26.1,18.3,27.9,25.1,79.6,True
SAL11717,SAL11717,41,705,1318,1560,320,2.4,1885,1681,1517,818,325,5270,35.8,31.9,28.8,6.2,27.3,Manageable (<30%),147,24.3,Manageable (<30%),465,4.2,77.7,2.6,0.7,55.5,9.8,1561,5270,23.3,23.5,34.8,13351,29.9,20.6,31.0,28.0,79.5,True
SAL13864,SAL13864,43,974,2281,2600,540,2.7,937,843,456,327,21,2298,40.8,36.7,19.8,0.9,26.3,Manageable (<30%),664,23.7,Manageable (<30%),602,10.7,75.5,3.0,0.8,32.1,46.0,358,2298,19.4,27.6,33.3,6348,24.8,16.0,26.7,22.5,79.5,True
SAL10842,SAL10842,43,591,1044,1300,280,2.3,1566,1175,1348,771,230,4266,36.7,27.5,31.6,5.4,28.7,Manageable (<30%),58,26.8,Manageable (<30%),59,5.4,84.7,4.1,0.8,69.2,4.2,1368,4266,22.8,19.9,37.7,10930,31.6,24.7,32.8,31.8,79.5,True
SAL11203,SAL11203,39,686,1475,1880,400,2.5,1449,1586,1032,658,160,4180,34.7,37.9,24.7,3.8,29.4,Manageable (<30%),294,27.1,Manageable (<30%),637,2.3,84.7,2.6,0.8,48.8,10.7,1273,4180,26.3,24.3,31.2,10954,29.8,20.3,30.6,27.6,79.5,True
SAL13152,SAL13152,54,822,1414,1700,370,2.1,152,71,54,32,0,288,52.8,24.7,18.8,0.0,27.7,Manageable (<30%),16,26.2,Manageable (<30%),19,2.4,80.9,3.1,0.7,39.9,13.2,34,288,13.6,24.7,50.1,667,22.8,18.2,27.0,24.3,79.4,True
SAL12056,SAL12056,39,932,1804,2089,400,2.4,377,417,238,167,23,1043,36.1,40.0,22.8,2.2,26.7,Manageable (<30%),128,22.2,Manageable (<30%),152,1.1,74.0,3.4,0.8,42.1,23.8,232,1043,23.3,27.5,29.0,2603,26.8,17.7,28.2,24.3,79.4,True
SAL12354,SAL12354,43,742,1294,1404,338,2.2,317,305,283,170,34,923,34.3,33.0,30.7,3.7,25.0,Manageable (<30%),38,26.1,Manageable (<30%),43,4.3,75.1,1.4,0.7,57.0,7.8,280,923,23.2,25.8,34.8,2117,31.3,21.0,30.6,28.5,79.4,True
SAL11426,SAL11426,36,767,1653,1600,400,2.5,28,39,75,64,0,145,19.3,26.9,51.7,0.0,22.3,Manageable (<30%),0,24.2,Manageable (<30%),20,9.7,70.3,4.1,0.8,37.9,5.5,47,145,27.7,31.0,19.9,361,41.6,17.7,37.3,28.8,79.3,True
SAL11610,SAL11610,46,802,1899,2167,500,2.6,656,472,291,188,40,1489,44.1,31.7,19.5,2.7,26.3,Manageable (<30%),209,26.3,Manageable (<30%),356,5.3,78.8,3.8,0.8,38.6,28.5,247,1489,18.6,23.4,39.5,4165,25.0,18.4,26.9,24.0,79.2,True
SAL13613,SAL13613,37,626,1029,1170,260,2.2,740,565,1329,815,254,2740,27.0,20.6,48.5,9.3,26.2,Manageable (<30%),6,25.3,Manageable (<30%),17,3.8,78.2,5.5,0.8,68.9,3.3,938,2740,27.2,21.7,31.5,6621,39.7,24.6,38.4,34.1,79.1,True
SAL12075,SAL12075,45,652,1344,1733,380,2.5,452,493,368,222,79,1413,32.0,34.9,26.0,5.6,29.8,Manageable (<30%),46,28.3,Manageable (<30%),139,10.4,85.1,2.5,0.8,52.7,11.7,480,1413,23.4,21.8,38.8,4194,30.4,21.4,30.9,28.8,79.1,True
SAL10877,SAL10877,40,588,1192,1499,320,2.4,1744,1567,2128,1418,381,5643,30.9,27.8,37.7,6.8,29.0,Manageable (<30%),148,26.8,Manageable (<30%),186,2.1,84.1,4.7,0.8,60.6,8.4,2230,5643,26.0,24.4,32.5,16300,35.2,23.2,35.3,31.8,79.1,True
SAL11493,SAL11493,30,912,2015,2167,440,2.6,38,58,103,85,3,205,18.5,28.3,50.2,1.5,24.8,Manageable (<30%),14,21.8,Manageable (<30%),99,0.0,67.3,2.0,0.7,26.3,19.5,82,205,34.9,23.3,18.8,605,41.8,13.8,39.1,26.7,79.1,True
SAL13968,SAL13968,35,783,1569,1625,418,2.5,95,124,136,116,0,365,26.0,34.0,37.3,0.0,23.9,Manageable (<30%),6,26.6,Manageable (<30%),55,0.0,72.9,1.6,0.8,39.7,9.0,131,365,30.7,24.0,27.2,925,36.4,18.0,33.5,27.2,79.1,True
SAL11115,SAL11115,50,674,1317,1591,320,2.2,332,147,159,92,4,649,51.2,22.7,24.5,0.6,27.9,Manageable (<30%),22,24.3,Manageable (<30%),51,7.2,82.3,9.1,0.8,54.7,11.2,140,649,16.7,23.0,44.3,1633,25.3,22.6,29.6,27.4,79.0,True
SAL11146,SAL11146,56,654,1093,1300,280,2.0,66,36,15,5,0,122,54.1,29.5,12.3,0.0,27.4,Manageable (<30%),0,25.6,Manageable (<30%),0,0.0,84.4,9.8,0.7,66.4,3.3,11,122,15.8,19.7,50.0,284,20.4,25.3,24.9,26.7,79.0,True
SAL10179,SAL10179,41,763,2018,2500,500,2.8,425,409,250,175,6,1105,38.5,37.0,22.6,0.5,28.6,Manageable (<30%),276,24.8,Manageable (<30%),303,11.0,77.6,2.8,0.9,38.3,31.7,325,1105,24.4,28.7,30.0,3277,27.5,17.7,29.4,25.0,78.9,True
SAL11552,SAL11552,44,819,1758,2171,470,2.6,440,450,183,132,3,1240,35.5,36.3,14.8,0.2,28.5,Manageable (<30%),260,26.7,Manageable (<30%),203,1.3,79.8,2.7,0.8,40.4,24.9,224,1240,19.1,24.8,37.1,3354,24.2,18.5,26.0,24.0,78.9,True
SAL12546,SAL12546,34,808,1592,1844,370,2.3,189,271,310,191,51,794,23.8,34.1,39.0,6.4,26.7,Manageable (<30%),52,23.2,Manageable (<30%),159,6.4,79.6,10.2,0.9,44.8,13.6,208,794,32.7,25.5,24.1,1993,36.7,20.8,35.5,28.3,78.9,True
SAL11361,SAL11361,39,670,1236,1430,310,2.3,617,552,746,430,127,1953,31.6,28.3,38.2,6.5,26.7,Manageable (<30%),22,25.1,Manageable (<30%),141,5.6,78.5,6.3,0.8,60.3,7.4,642,1953,27.7,22.3,33.2,4980,35.2,23.1,34.8,30.8,78.9,True
SAL10378,SAL10378,36,548,1575,2033,440,3.2,362,275,298,147,66,965,37.5,28.5,30.9,6.8,29.8,Manageable (<30%),116,27.9,Manageable (<30%),278,5.5,83.4,3.4,1.0,44.6,19.3,314,965,28.4,24.5,27.8,3331,32.7,20.3,34.0,28.8,78.7,True
SAL14343,SAL14343,41,756,1679,2167,360,2.4,205,200,300,200,53,722,28.4,27.7,41.6,7.3,29.8,Manageable (<30%),103,21.4,Manageable (<30%),135,8.6,77.1,7.1,0.8,46.3,19.1,200,722,27.0,24.0,33.0,1915,35.6,19.4,37.0,29.3,78.6,True
SAL11890,SAL11890,43,957,2240,2553,520,2.7,853,943,244,169,7,2154,39.6,43.8,11.3,0.3,26.3,Manageable (<30%),655,23.2,Manageable (<30%),311,12.7,74.3,7.1,0.8,36.1,33.5,443,2154,20.9,26.3,34.0,6148,21.7,17.9,23.7,21.2,78.6,True
SAL12312,SAL12312,42,937,2081,2192,580,2.6,1072,977,646,423,5,2741,39.1,35.6,23.6,0.2,24.3,Manageable (<30%),513,27.9,Manageable (<30%),990,4.3,73.5,2.0,0.8,29.9,31.6,581,2741,19.8,29.0,31.3,7687,27.9,16.6,27.2,23.5,78.6,True
SAL14158,SAL14158,45,747,1634,1790,375,2.4,274,198,245,140,45,734,37.3,27.0,33.4,6.1,25.3,Manageable (<30%),36,22.9,Manageable (<30%),90,4.0,69.9,4.6,0.7,41.8,16.9,183,734,24.6,21.8,38.9,1982,31.4,18.0,32.4,26.0,78.6,True
SAL10016,SAL10016,36,925,1875,2100,395,2.4,686,781,1001,672,105,2531,27.1,30.9,39.5,4.1,25.8,Manageable (<30%),304,21.1,Manageable (<30%),694,14.8,67.7,4.9,0.8,38.5,26.8,562,2531,31.6,25.7,25.6,6335,35.7,17.1,35.4,26.6,78.5,True
SAL11739,SAL11739,44,641,1179,1348,300,2.2,1510,1194,1458,870,179,4309,35.0,27.7,33.8,4.2,26.4,Manageable (<30%),99,25.4,Manageable (<30%),166,12.4,76.1,6.1,0.7,62.3,7.2,1272,4309,22.5,21.7,38.1,10563,32.1,23.3,32.4,30.1,78.5,True
SAL11241,SAL11241,41,879,2424,2974,650,3.1,302,274,132,91,6,723,41.8,37.9,18.3,0.8,28.3,Manageable (<30%),230,26.8,Manageable (<30%),208,0.4,75.5,0.8,0.9,27.1,48.4,139,723,19.5,28.4,31.6,2292,25.1,15.5,26.9,22.9,78.4,True
SAL10156,SAL10156,42,812,1912,2383,450,2.6,976,644,464,261,134,2131,45.8,30.2,21.8,6.3,28.8,Manageable (<30%),353,23.5,Manageable (<30%),460,1.6,71.8,1.7,0.8,42.4,31.6,545,2131,21.5,25.4,34.6,5722,25.5,17.6,29.3,25.0,78.3,True
SAL13021,SAL13021,38,820,1463,1625,310,2.2,604,694,995,706,130,2467,24.5,28.1,40.3,5.3,25.6,Manageable (<30%),88,21.2,Manageable (<30%),197,2.8,68.7,7.5,0.8,50.7,13.5,473,2467,26.4,22.6,32.8,6273,35.3,20.4,34.8,28.6,78.2,True
SAL13908,SAL13908,54,685,1260,1517,350,2.2,268,120,102,35,4,513,52.2,23.4,19.9,0.8,27.8,Manageable (<30%),28,27.8,Manageable (<30%),28,2.7,79.1,4.7,0.7,57.9,12.5,86,513,15.4,20.8,49.1,1233,24.2,22.7,27.8,27.6,78.2,True
SAL11363,SAL11363,40,744,1422,1733,330,2.3,1456,1495,1781,1126,356,4895,29.7,30.5,36.4,7.3,28.1,Manageable (<30%),277,23.2,Manageable (<30%),434,8.1,74.5,6.6,0.8,52.7,15.5,1332,4895,25.2,25.3,32.2,11860,33.6,21.1,34.2,29.2,78.2,True
SAL10117,SAL10117,40,725,1524,1903,300,2.4,226,256,174,64,75,663,34.1,38.6,26.2,11.3,28.8,Manageable (<30%),58,19.7,Manageable (<30%),99,0.0,71.8,8.1,0.8,54.0,11.0,188,663,25.5,22.4,34.3,1695,28.1,20.7,30.6,26.7,78.2,True
SAL10026,SAL10026,41,636,1411,1820,390,2.5,869,940,679,364,184,2567,33.9,36.6,26.5,7.2,29.8,Manageable (<30%),149,27.6,Manageable (<30%),412,0.9,78.0,1.5,0.8,53.7,9.3,855,2567,25.3,22.3,34.7,6920,30.6,21.1,31.3,28.9,78.1,True
SAL13059,SAL13059,56,434,870,756,250,2.2,65,27,8,6,0,107,60.7,25.2,7.5,0.0,20.1,Manageable (<30%),0,28.7,Manageable (<30%),0,0.0,89.7,26.2,1.1,73.8,9.3,18,107,11.6,25.4,56.0,268,17.9,33.4,20.1,26.4,78.1,True
SAL12273,SAL12273,40,846,1628,2058,380,2.4,675,633,731,423,200,2078,32.5,30.5,35.2,9.6,29.2,Manageable (<30%),234,23.3,Manageable (<30%),398,8.9,76.1,6.9,0.8,47.8,26.2,565,2078,25.7,26.9,30.0,5214,33.0,20.2,34.3,28.5,78.1,True
SAL12039,SAL12039,32,933,2058,1636,400,2.5,265,300,441,248,11,1051,25.2,28.5,42.0,1.0,18.3,Manageable (<30%),73,19.4,Manageable (<30%),362,30.3,54.8,7.9,0.9,29.7,22.9,182,1051,38.9,25.4,21.3,2986,37.9,15.9,34.8,23.6,78.1,True
SAL13925,SAL13925,35,843,2106,2167,420,2.9,1255,2021,1843,1323,297,5242,23.9,38.6,35.2,5.7,23.7,Manageable (<30%),845,19.9,Manageable (<30%),1385,18.4,58.8,3.5,1.0,31.4,25.7,1205,5242,28.2,29.4,22.3,16177,33.3,15.3,31.8,24.2,78.0,True
SAL12528,SAL12528,39,1021,2067,2000,505,2.3,235,238,204,157,4,688,34.2,34.6,29.7,0.6,22.3,Manageable (<30%),75,24.4,Manageable (<30%),293,8.0,62.6,2.3,0.8,30.8,31.1,125,688,27.0,27.2,29.8,1671,31.2,15.8,29.8,23.4,78.0,True
SAL10027,SAL10027,45,930,1601,1733,270,2.0,791,481,852,625,94,2173,36.4,22.1,39.2,4.3,25.0,Manageable (<30%),141,16.9,Manageable (<30%),177,5.9,62.6,9.7,0.7,46.5,23.3,404,2173,22.6,25.3,37.5,4955,31.6,18.7,34.1,26.3,78.0,True
SAL10376,SAL10376,28,666,1468,1700,380,2.6,184,201,543,389,7,953,19.3,21.1,57.0,0.7,26.7,Manageable (<30%),28,25.9,Manageable (<30%),295,9.2,80.0,11.0,0.9,40.8,8.0,240,953,50.8,19.4,16.4,2598,48.8,21.0,45.8,32.0,78.0,True
SAL12777,SAL12777,43,710,1519,1798,395,2.3,463,517,394,229,90,1443,32.1,35.8,27.3,6.2,27.3,Manageable (<30%),72,26.0,Manageable (<30%),179,4.8,73.3,3.3,0.8,49.6,12.2,464,1443,24.8,21.8,36.9,3712,30.5,20.3,30.5,27.4,78.0,True
SAL10850,SAL10850,41,983,2327,2500,635,2.9,330,487,235,184,0,1057,31.2,46.1,22.2,0.0,24.8,Manageable (<30%),329,27.3,Manageable (<30%),387,12.8,71.3,4.1,0.9,24.1,36.9,190,1057,16.1,34.6,25.0,3256,27.2,16.0,25.2,22.4,77.8,True
SAL14136,SAL14136,39,700,1401,1733,375,2.3,1542,1577,1929,1177,394,5255,29.3,30.0,36.7,7.5,28.5,Manageable (<30%),250,26.8,Manageable (<30%),847,4.8,77.7,5.5,0.8,52.7,11.5,1428,5255,29.0,23.0,32.5,13244,35.6,21.8,35.2,30.3,77.8,True
SAL12584,SAL12584,39,1102,2287,2457,420,2.4,1615,1356,1528,1037,189,4588,35.2,29.6,33.3,4.1,24.8,Manageable (<30%),993,18.4,Manageable (<30%),1337,19.7,60.9,7.1,0.8,31.3,49.0,673,4588,28.0,26.3,29.3,11788,30.9,15.5,32.6,23.4,77.8,True
SAL13820,SAL13820,43,906,2056,2492,520,2.6,1839,1643,1132,882,26,4707,39.1,34.9,24.0,0.6,28.0,Manageable (<30%),1110,25.3,Manageable (<30%),1548,21.5,71.0,2.6,0.8,32.8,38.1,1024,4707,21.3,26.2,34.6,12730,27.5,16.5,29.2,24.2,77.7,True
SAL12540,SAL12540,36,805,1566,1845,375,2.2,925,1364,1663,1101,270,4066,22.7,33.5,40.9,6.6,27.2,Manageable (<30%),232,23.9,Manageable (<30%),907,6.7,74.3,9.2,0.8,47.3,13.9,949,4066,31.3,26.1,27.0,9760,37.5,21.0,36.1,29.2,77.7,True
SAL13155,SAL13155,38,803,2036,2600,460,2.9,1422,1662,1317,735,429,4511,31.5,36.8,29.2,9.5,29.5,Manageable (<30%),1230,22.6,Manageable (<30%),1368,4.1,70.7,4.3,0.9,39.6,32.1,1147,4511,24.5,27.9,27.6,13507,30.2,17.8,31.8,26.2,77.6,True
SAL10396,SAL10396,34,757,1774,2094,400,2.9,3575,5249,7162,5283,732,16495,21.7,31.8,43.4,4.4,27.2,Manageable (<30%),1702,22.5,Manageable (<30%),3806,15.8,65.4,3.3,1.0,35.9,16.3,4403,16495,31.4,26.9,22.4,50961,38.2,16.9,37.0,28.0,77.5,True
SAL11987,SAL11987,37,719,1596,1950,380,2.8,1413,1860,1749,1227,304,5129,27.5,36.3,34.1,5.9,28.2,Manageable (<30%),442,23.8,Manageable (<30%),754,4.0,66.7,1.7,0.9,41.6,14.5,1602,5129,25.4,27.4,26.7,15264,33.1,17.8,33.0,27.4,77.4,True
SAL11075,SAL11075,52,674,1566,1950,445,2.4,1104,605,454,298,32,2196,50.3,27.6,20.7,1.5,28.7,Manageable (<30%),216,28.4,Manageable (<30%),425,2.3,74.2,1.5,0.7,41.8,19.8,445,2196,15.7,21.9,47.7,5699,24.9,18.7,28.1,25.7,77.4,True
SAL10999,SAL10999,43,935,2410,3033,570,2.8,2147,1517,1143,817,146,4916,43.7,30.9,23.3,3.0,29.0,Manageable (<30%),1493,23.7,Manageable (<30%),1431,16.5,70.6,4.4,0.9,32.4,54.7,1059,4916,22.5,27.1,33.1,14551,26.6,16.7,30.0,24.0,77.4,True
SAL10851,SAL10851,36,645,1730,2167,450,3.2,1326,1883,1588,1015,366,4979,26.6,37.8,31.9,7.4,28.9,Manageable (<30%),779,26.0,Manageable (<30%),1577,4.1,71.1,2.4,0.9,39.6,21.6,1545,4979,27.4,25.8,25.8,16584,33.4,18.2,32.8,27.4,77.3,True
SAL11119,SAL11119,41,949,2483,3142,650,3.0,950,1100,396,239,31,2633,36.1,41.8,15.0,1.2,29.2,Manageable (<30%),1135,26.2,Manageable (<30%),621,9.0,78.1,9.0,0.9,30.6,53.8,502,2633,20.5,29.0,29.7,8030,24.4,18.5,26.1,22.8,77.2,True
SAL13151,SAL13151,54,507,1117,1300,313,2.2,190,98,83,56,4,382,49.7,25.7,21.7,1.0,26.9,Manageable (<30%),16,28.0,Manageable (<30%),9,2.9,72.3,4.5,0.8,72.3,8.9,79,382,17.6,17.6,49.9,1002,25.6,25.8,28.2,30.1,77.1,True
SAL13800,SAL13800,39,1067,2452,3000,600,2.7,381,533,322,242,8,1263,30.2,42.2,25.5,0.6,28.2,Manageable (<30%),452,24.5,Manageable (<30%),452,5.0,67.5,3.6,1.0,29.1,47.8,334,1263,24.5,32.0,25.4,3550,29.4,16.2,29.6,24.1,77.0,True
SAL14434,SAL14434,43,788,1816,2200,395,2.5,1723,1656,1143,623,377,4636,37.2,35.7,24.7,8.1,28.0,Manageable (<30%),849,21.8,Manageable (<30%),909,19.2,63.2,3.4,0.8,47.2,30.2,1084,4636,20.7,27.1,33.6,12374,26.8,18.6,29.2,25.7,77.0,True
SAL11851,SAL11851,42,827,1868,2180,440,2.7,316,504,252,169,45,1158,27.3,43.5,21.8,3.9,26.9,Manageable (<30%),196,23.6,Manageable (<30%),225,11.6,63.3,3.2,0.9,38.9,21.2,328,1158,20.0,25.5,35.2,3691,27.1,17.6,27.0,24.2,76.9,True
SAL10390,SAL10390,43,707,1604,2000,420,2.6,494,348,358,227,97,1218,40.6,28.6,29.4,8.0,28.8,Manageable (<30%),119,26.2,Manageable (<30%),276,1.5,70.0,3.4,0.8,47.8,22.3,313,1218,24.6,26.1,33.0,3291,30.5,20.0,32.4,28.0,76.8,True
SAL13132,SAL13132,44,841,1938,2500,495,2.7,484,488,175,118,35,1264,38.3,38.6,13.8,2.8,29.8,Manageable (<30%),303,25.5,Manageable (<30%),210,13.1,72.0,6.2,0.8,45.3,32.1,234,1264,22.3,24.1,37.0,3594,23.8,20.2,26.7,24.6,76.6,True
SAL10575,SAL10575,34,886,1653,1856,400,2.2,175,201,311,223,24,699,25.0,28.8,44.5,3.4,25.9,Manageable (<30%),33,24.2,Manageable (<30%),192,13.6,66.7,8.9,0.8,37.6,18.2,149,699,36.0,25.8,23.7,1688,39.8,19.0,38.0,28.3,76.5,True
SAL10784,SAL10784,40,1056,2473,3033,550,2.7,161,153,153,118,15,466,34.5,32.8,32.8,3.2,28.3,Manageable (<30%),141,22.2,Manageable (<30%),233,24.7,59.9,1.5,0.9,24.9,51.3,133,466,22.7,31.4,27.7,1308,30.9,13.9,32.4,24.3,76.5,True
SAL11726,SAL11726,53,488,1083,1404,240,2.1,62,69,154,61,66,298,20.8,23.2,51.7,22.1,29.9,Manageable (<30%),6,22.2,Manageable (<30%),0,0.0,73.2,13.1,0.8,66.8,7.7,84,298,21.9,16.2,49.4,887,39.6,25.6,39.5,34.6,76.4,True
SAL12009,SAL12009,38,873,1538,1950,370,2.3,632,688,801,642,72,2172,29.1,31.7,36.9,3.3,29.3,Manageable (<30%),210,24.1,Manageable (<30%),267,26.0,64.0,2.9,0.8,39.4,12.8,639,2172,27.3,25.1,29.9,5321,34.5,17.6,35.1,27.8,76.2,True
SAL13131,SAL13131,40,743,1891,2400,470,2.8,1532,1563,1548,939,399,4777,32.1,32.7,32.4,8.4,29.3,Manageable (<30%),1007,24.9,Manageable (<30%),1663,6.1,67.6,5.2,0.9,39.8,28.2,1303,4777,25.6,26.5,30.9,14017,32.3,18.8,33.3,27.4,76.2,True
SAL12574,SAL12574,37,973,2182,2600,490,2.7,221,301,193,153,14,745,29.7,40.4,25.9,1.9,27.5,Manageable (<30%),228,22.5,Manageable (<30%),247,30.6,64.4,8.9,1.0,29.7,39.5,121,745,27.1,29.3,24.8,2059,29.6,17.4,30.2,23.6,76.1,True
SAL14162,SAL14162,47,642,1254,1569,350,2.4,100,93,99,51,8,314,31.8,29.6,31.5,2.5,28.9,Manageable (<30%),16,27.9,Manageable (<30%),61,2.9,77.7,11.8,0.9,51.0,3.2,101,314,20.0,24.0,40.0,830,31.8,23.9,32.0,29.5,76.1,True
SAL11640,SAL11640,36,918,2378,2435,460,3.2,413,817,636,483,74,1903,21.7,42.9,33.4,3.9,23.6,Manageable (<30%),393,19.3,Manageable (<30%),696,7.7,45.8,1.7,1.1,30.7,37.9,316,1903,19.5,35.3,18.6,6256,30.9,14.6,29.1,23.7,76.0,True
SAL14272,SAL14272,35,759,1672,2123,370,2.5,594,611,709,513,75,1954,30.4,31.3,36.3,3.8,29.3,Manageable (<30%),207,22.1,Manageable (<30%),534,19.3,63.0,6.2,0.9,42.6,20.7,445,1954,31.4,26.2,24.2,5223,34.4,18.8,35.8,27.8,75.9,True
SAL13557,SAL13557,33,681,1344,1679,377,2.3,461,577,671,423,99,1866,24.7,30.9,36.0,5.3,28.8,Manageable (<30%),40,28.1,Manageable (<30%),294,1.8,69.7,5.1,0.8,50.3,7.4,486,1866,36.9,19.0,28.8,4537,37.7,21.6,36.6,30.2,75.9,True
SAL11014,SAL11014,38,722,1706,2167,410,2.8,394,417,553,282,211,1404,28.1,29.7,39.4,15.0,29.3,Manageable (<30%),246,24.0,Manageable (<30%),425,0.6,61.5,2.0,0.8,46.9,24.9,484,1404,26.8,26.9,27.1,4030,35.5,18.8,35.9,29.4,75.9,True
SAL10228,SAL10228,54,595,1128,1365,320,2.0,316,177,295,205,33,812,38.9,21.8,36.3,4.1,27.9,Manageable (<30%),16,28.4,Manageable (<30%),38,15.8,67.7,4.2,0.7,64.0,5.9,210,812,18.2,20.9,48.5,1911,32.8,24.0,33.5,32.0,75.8,True
SAL10829,SAL10829,36,930,1766,1950,430,2.2,203,255,381,252,58,856,23.7,29.8,44.5,6.8,25.5,Manageable (<30%),76,24.3,Manageable (<30%),337,7.9,61.6,7.7,0.8,41.7,17.8,192,856,32.0,26.1,26.8,2061,39.1,19.5,37.0,28.8,75.8,True
SAL13074,SAL13074,42,848,2292,2817,530,3.0,678,645,465,301,101,1853,36.6,34.8,25.1,5.5,28.4,Manageable (<30%),546,23.1,Manageable (<30%),612,5.5,61.0,4.6,0.9,32.9,44.4,486,1853,22.7,26.6,32.2,5833,27.8,16.7,30.0,24.2,75.8,True
SAL13513,SAL13513,47,750,1405,1733,380,2.3,656,358,506,296,81,1559,42.1,23.0,32.5,5.2,28.5,Manageable (<30%),95,27.0,Manageable (<30%),315,16.7,68.6,6.9,0.8,55.2,16.3,348,1559,18.3,25.6,39.9,3788,30.6,22.8,32.5,29.9,75.7,True
SAL12458,SAL12458,43,635,1241,1517,320,2.2,225,230,335,226,25,808,27.8,28.5,41.5,3.1,28.2,Manageable (<30%),50,25.8,Manageable (<30%),48,7.2,71.5,12.0,0.8,52.2,9.9,245,808,24.8,28.4,33.2,1972,36.5,23.4,35.8,30.8,75.7,True
SAL10197,SAL10197,42,793,2099,2600,550,2.9,345,283,137,91,22,793,43.5,35.7,17.3,2.8,28.6,Manageable (<30%),221,26.2,Manageable (<30%),191,6.4,65.6,5.8,0.9,37.1,34.0,220,793,21.7,27.4,32.1,2344,24.8,18.8,27.4,24.1,75.5,True
