SAL_CODE_2021,Suburb,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_hhd_inc_weekly,Median_mortgage_repay_monthly,Median_rent_weekly,Average_household_size,owned_outright,owned_mortgage,renting_total,renting_private,renting_social,total_dwellings,pct_owned_outright,pct_owned_mortgage,pct_renting,pct_renting_social,mortgage_stress_ratio,mortgage_stress_level,high_mortgage_count,rent_stress_ratio,rent_stress_level,high_rent_count,pct_apartments,pct_houses,pct_small_dwellings,Average_num_psns_per_bedroom,pct_low_income,pct_high_income,single_parent_families,total_households,pct_young_adults,pct_families_age,pct_retirees,total_population,homeownership_lockout_score,family_lockout_score,first_buyer_lockout_score,crisis_score,affordability_score,is_sydney_metro
SAL10749,SAL10749,30,1126,2431,2470,580,3.1,130,642,193,161,0,975,13.3,65.8,19.8,0.0,23.4,Manageable (<30%),250,23.9,Manageable (<30%),319,0.0,97.6,0.3,0.8,11.9,18.3,210,975,34.7,23.7,12.3,3013,30.7,11.2,25.7,18.8,85.3,True
SAL13106,SAL13106,47,844,2279,2550,450,3.1,318,138,78,63,0,558,57.0,24.7,14.0,0.0,25.8,Manageable (<30%),102,19.7,Manageable (<30%),90,1.1,96.8,2.2,0.8,32.1,47.3,128,558,25.0,23.7,37.4,1798,20.8,14.6,27.0,20.2,85.3,True
SAL12802,SAL12802,37,819,1835,2167,300,2.6,158,237,150,49,71,549,28.8,43.2,27.3,12.9,27.3,Manageable (<30%),96,16.3,Manageable (<30%),59,1.3,92.3,0.5,0.8,42.3,21.7,141,549,25.9,27.5,27.1,1449,28.1,15.1,30.0,23.9,85.3,True
SAL14132,SAL14132,39,666,1424,1517,275,2.6,260,278,189,94,57,744,34.9,37.4,25.4,7.7,24.6,Manageable (<30%),39,19.3,Manageable (<30%),16,0.5,94.0,1.6,0.8,55.9,14.2,214,744,22.9,23.2,32.0,2019,27.0,19.0,28.3,25.6,85.3,True
SAL10090,SAL10090,47,678,1605,1625,373,2.7,103,69,34,15,0,215,47.9,32.1,15.8,0.0,23.4,Manageable (<30%),19,23.2,Manageable (<30%),12,1.9,96.3,0.0,0.8,45.1,20.5,46,215,17.2,27.3,39.7,615,21.9,17.6,24.3,22.8,85.3,True
SAL11912,SAL11912,35,838,1924,2000,435,2.8,241,573,129,98,3,973,24.8,58.9,13.3,0.3,24.0,Manageable (<30%),146,22.6,Manageable (<30%),101,0.8,98.5,2.2,0.8,31.0,15.4,274,973,25.4,26.8,24.5,2792,24.7,15.2,22.8,20.2,85.3,True
SAL13514,SAL13514,42,699,1847,2167,405,3.2,62,71,17,5,0,163,38.0,43.6,10.4,0.0,27.1,Manageable (<30%),34,21.9,Manageable (<30%),7,0.0,100.0,0.0,0.9,35.6,25.8,45,163,18.8,26.4,34.1,542,20.7,15.5,23.4,21.0,85.3,True
SAL12742,SAL12742,47,659,1640,1777,350,2.9,49,38,12,3,0,101,48.5,37.6,11.9,0.0,25.0,Manageable (<30%),6,21.3,Manageable (<30%),0,0.0,100.0,4.0,0.8,38.6,18.8,7,101,16.2,22.3,40.1,309,19.5,16.9,23.1,20.9,85.3,True
SAL10795,SAL10795,48,609,1099,1100,220,2.3,423,244,199,76,14,930,45.5,26.2,21.4,1.5,23.1,Manageable (<30%),41,20.0,Manageable (<30%),0,1.3,94.5,3.4,0.7,64.8,7.6,189,930,18.7,21.7,42.1,2437,23.8,21.4,26.8,25.8,85.3,True
SAL12935,SAL12935,44,856,1741,1660,300,2.4,107,105,43,14,0,267,40.1,39.3,16.1,0.0,22.0,Manageable (<30%),26,17.2,Manageable (<30%),4,0.0,92.1,6.7,0.7,37.5,17.2,50,267,18.6,26.1,36.7,705,21.3,16.1,23.4,19.7,85.3,True
SAL14402,SAL14402,50,674,1483,1679,290,2.5,57,36,22,15,0,122,46.7,29.5,18.0,0.0,26.1,Manageable (<30%),8,19.6,Manageable (<30%),0,0.0,97.5,2.5,0.8,54.1,14.8,21,122,21.2,20.9,41.2,306,22.6,19.0,27.1,24.3,85.3,True
SAL10010,SAL10010,37,667,1449,1430,320,2.7,314,383,170,109,0,892,35.2,42.9,19.1,0.0,22.8,Manageable (<30%),42,22.1,Manageable (<30%),11,1.0,95.3,2.0,0.9,52.2,9.8,288,892,25.0,24.2,28.4,2544,25.8,19.5,25.6,24.2,85.2,True
SAL10319,SAL10319,52,925,2100,2243,490,2.5,145,95,38,16,0,281,51.6,33.8,13.5,0.0,24.6,Manageable (<30%),64,23.3,Manageable (<30%),41,0.0,99.6,1.8,0.7,27.8,38.4,36,281,14.5,24.4,47.0,813,20.1,14.5,23.4,19.9,85.2,True
SAL10855,SAL10855,33,885,2316,2500,520,3.3,248,340,154,129,3,762,32.5,44.6,20.2,0.4,24.9,Manageable (<30%),188,22.5,Manageable (<30%),228,0.4,97.5,0.5,0.8,25.3,31.8,184,762,31.5,25.1,22.2,2609,27.9,13.6,27.9,20.9,85.2,True
SAL11669,SAL11669,35,808,1508,1406,330,2.4,544,687,701,508,50,2012,27.0,34.1,34.8,2.5,21.5,Manageable (<30%),42,21.9,Manageable (<30%),34,3.4,92.1,1.0,0.7,45.7,7.6,594,2012,28.1,23.1,27.6,5078,33.4,17.4,31.2,25.7,85.2,True
SAL13565,SAL13565,33,796,1925,1733,320,2.6,421,701,581,340,160,1733,24.3,40.5,33.5,9.2,20.8,Manageable (<30%),77,16.6,Manageable (<30%),141,4.3,82.9,1.0,0.8,38.4,21.2,496,1733,28.9,24.3,22.6,4896,31.7,14.6,30.1,23.0,85.2,True
SAL12776,SAL12776,39,802,2200,2600,430,3.2,82,114,25,10,0,226,36.3,50.4,11.1,0.0,27.3,Manageable (<30%),100,19.5,Manageable (<30%),15,0.0,98.2,1.8,0.8,31.0,29.2,33,226,23.9,26.6,28.7,749,21.4,14.2,24.0,19.8,85.2,True
SAL11444,SAL11444,36,820,1851,1842,400,2.9,243,453,178,130,6,884,27.5,51.2,20.1,0.7,23.0,Manageable (<30%),71,21.6,Manageable (<30%),74,0.6,94.0,1.1,0.8,32.9,15.2,293,884,26.2,27.1,25.5,2607,27.0,15.0,25.3,21.3,85.2,True
SAL11780,SAL11780,30,1082,2406,2554,520,3.2,223,1648,882,780,7,2805,8.0,58.8,31.4,0.2,24.5,Manageable (<30%),828,21.6,Manageable (<30%),1478,0.9,96.3,1.4,0.8,13.4,24.6,698,2805,34.7,26.1,10.8,9142,35.2,11.2,30.3,21.0,85.2,True
SAL11899,SAL11899,51,573,1016,1083,200,2.2,254,120,84,39,6,488,52.0,24.6,17.2,1.2,24.6,Manageable (<30%),0,19.7,Manageable (<30%),0,0.0,95.9,3.5,0.7,71.7,6.6,99,488,18.5,19.6,46.1,1225,21.3,22.7,26.2,26.3,85.2,True
SAL10406,SAL10406,41,937,2171,2230,420,2.7,1085,1101,483,283,82,2708,40.1,40.7,17.8,3.0,23.7,Manageable (<30%),500,19.3,Manageable (<30%),389,0.5,91.9,1.6,0.8,31.8,35.0,647,2708,21.6,26.5,31.6,7434,23.2,14.2,25.1,20.3,85.2,True
SAL12088,SAL12088,38,668,1467,1614,315,2.8,117,128,41,26,0,287,40.8,44.6,14.3,0.0,25.4,Manageable (<30%),25,21.5,Manageable (<30%),11,1.4,98.6,2.8,0.8,51.2,11.1,98,287,26.3,25.9,28.4,838,23.4,19.1,25.2,23.5,85.1,True
SAL11949,SAL11949,36,833,2164,2167,500,3.0,899,1608,520,398,21,3066,29.3,52.4,17.0,0.7,23.1,Manageable (<30%),574,23.1,Manageable (<30%),716,0.3,95.4,0.6,0.8,26.7,22.2,846,3066,25.3,28.4,23.7,9437,25.9,14.0,24.2,20.2,85.1,True
SAL11374,SAL11374,38,836,2261,2600,450,3.3,110,146,39,19,0,305,36.1,47.9,12.8,0.0,26.5,Manageable (<30%),110,19.9,Manageable (<30%),32,0.0,98.4,3.3,0.9,12.8,38.4,58,305,25.7,27.6,25.8,1081,22.6,11.3,24.8,17.4,85.1,True
SAL11349,SAL11349,33,907,2024,1733,380,2.7,128,329,188,161,0,659,19.4,49.9,28.5,0.0,19.8,Manageable (<30%),36,18.8,Manageable (<30%),52,0.9,84.2,0.9,0.8,32.5,19.1,190,659,28.7,27.6,18.6,1881,30.8,14.0,27.2,21.4,85.1,True
SAL12596,SAL12596,45,593,1208,1235,245,2.4,282,169,157,90,12,664,42.5,25.5,23.6,1.8,23.6,Manageable (<30%),30,20.3,Manageable (<30%),3,0.6,95.3,3.8,0.7,58.3,8.6,139,664,19.5,22.1,37.9,1825,25.2,20.3,27.9,25.5,85.1,True
SAL13796,SAL13796,47,680,1514,1560,350,2.7,84,76,22,9,0,196,42.9,38.8,11.2,0.0,23.8,Manageable (<30%),16,23.1,Manageable (<30%),15,0.0,100.0,4.1,0.8,40.3,9.2,40,196,18.2,26.8,39.4,604,20.8,17.8,22.6,21.2,85.1,True
SAL13520,SAL13520,48,1101,2397,2600,490,2.5,95,125,33,15,0,260,36.5,48.1,12.7,0.0,25.0,Manageable (<30%),94,20.4,Manageable (<30%),23,0.0,98.8,5.0,0.8,19.6,49.2,49,260,14.8,30.4,34.9,711,20.5,13.1,22.0,18.0,85.1,True
SAL12226,SAL12226,46,894,2304,2600,430,2.9,453,459,109,69,7,1045,43.3,43.9,10.4,0.7,26.0,Manageable (<30%),320,18.7,Manageable (<30%),88,1.1,96.1,3.7,0.8,27.5,42.1,165,1045,21.5,25.2,36.2,3113,19.7,13.8,23.4,18.6,85.1,True
SAL11401,SAL11401,35,723,1697,1798,400,3.0,147,218,58,44,0,437,33.6,49.9,13.3,0.0,24.5,Manageable (<30%),24,23.6,Manageable (<30%),21,0.7,98.9,1.4,0.8,32.0,16.7,171,437,26.2,24.1,26.9,1351,24.3,15.5,24.0,20.7,85.1,True
SAL10409,SAL10409,38,696,1383,1380,265,2.5,464,424,411,268,63,1330,34.9,31.9,30.9,4.7,23.0,Manageable (<30%),46,19.2,Manageable (<30%),20,1.3,92.6,4.4,0.7,52.6,8.6,338,1330,24.9,21.0,33.5,3448,29.6,19.0,30.3,25.7,85.0,True
SAL13272,SAL13272,34,757,2310,2200,520,3.6,964,2269,746,544,44,4142,23.3,54.8,18.0,1.1,22.0,Manageable (<30%),1004,22.5,Manageable (<30%),1092,0.5,92.5,0.7,0.9,23.0,32.9,1229,4142,27.8,28.7,21.0,15694,27.2,13.4,24.3,19.5,85.0,True
SAL10565,SAL10565,46,689,1604,1625,350,2.9,57,32,14,5,0,108,52.8,29.6,13.0,0.0,23.4,Manageable (<30%),22,21.8,Manageable (<30%),0,0.0,100.9,8.3,0.9,30.6,18.5,16,108,18.0,28.0,34.2,322,20.1,17.0,23.9,19.8,85.0,True
SAL11129,SAL11129,41,766,2010,2100,478,2.8,88,94,35,25,0,220,40.0,42.7,15.9,0.0,24.1,Manageable (<30%),48,23.8,Manageable (<30%),51,0.0,96.8,0.0,0.8,36.8,23.6,61,220,16.4,26.7,32.0,641,22.8,16.1,23.4,21.9,85.0,True
SAL11623,SAL11623,47,606,1083,1062,200,2.2,454,277,329,153,68,1152,39.4,24.0,28.6,5.9,22.6,Manageable (<30%),18,18.5,Manageable (<30%),10,4.1,91.0,4.3,0.7,64.9,5.3,380,1152,20.5,21.8,39.9,2983,27.2,21.2,29.3,26.8,85.0,True
SAL10317,SAL10317,55,586,980,933,173,2.2,244,123,104,46,13,508,48.0,24.2,20.5,2.6,22.0,Manageable (<30%),14,17.7,Manageable (<30%),0,0.0,89.2,4.7,0.7,68.1,4.7,91,508,16.9,18.9,49.7,1264,22.1,21.7,25.9,25.3,85.0,True
SAL11369,SAL11369,32,683,1861,1950,400,3.3,54,95,79,58,0,244,22.1,38.9,32.4,0.0,24.2,Manageable (<30%),26,21.5,Manageable (<30%),40,1.2,93.4,0.0,1.0,27.5,11.5,79,244,29.4,27.7,19.5,874,33.1,14.0,31.4,23.5,85.0,True
SAL10315,SAL10315,45,755,1455,1300,270,2.3,206,169,125,74,0,511,40.3,33.1,24.5,0.0,20.6,Manageable (<30%),12,18.6,Manageable (<30%),21,1.4,88.8,5.1,0.8,46.6,13.7,107,511,20.5,24.7,37.8,1300,25.5,18.0,26.4,22.9,85.0,True
SAL13162,SAL13162,39,731,1401,1300,260,2.4,1444,1400,1243,630,213,4278,33.8,32.7,29.1,5.0,21.4,Manageable (<30%),159,18.6,Manageable (<30%),95,6.6,88.3,3.1,0.7,52.6,13.2,1110,4278,24.1,22.8,32.6,11324,28.7,18.4,28.8,24.8,85.0,True
SAL12398,SAL12398,43,895,1935,1950,378,2.5,240,213,90,68,0,556,43.2,38.3,16.2,0.0,23.3,Manageable (<30%),76,19.5,Manageable (<30%),42,0.0,90.6,1.4,0.8,37.2,36.2,155,556,21.6,25.9,33.9,1465,22.3,15.3,24.7,20.7,85.0,True
SAL12157,SAL12157,41,955,2457,2579,500,3.0,1189,1459,388,284,24,3094,38.4,47.2,12.5,0.8,24.2,Manageable (<30%),1052,20.4,Manageable (<30%),492,1.3,94.1,2.0,0.8,25.6,40.4,647,3094,20.9,28.8,30.5,9354,21.5,13.4,22.9,18.7,85.0,True
SAL11748,SAL11748,50,701,1287,1409,280,2.3,71,57,3,3,0,130,54.6,43.8,2.3,0.0,25.3,Manageable (<30%),0,21.8,Manageable (<30%),0,0.0,100.0,4.6,0.7,49.2,10.8,17,130,15.2,30.6,37.0,330,15.0,19.2,19.5,20.7,85.0,True
SAL10721,SAL10721,43,786,1875,2167,410,2.7,195,183,49,38,0,430,45.3,42.6,11.4,0.0,26.7,Manageable (<30%),78,21.9,Manageable (<30%),33,1.2,97.9,0.0,0.7,29.5,26.3,83,430,22.0,25.4,35.5,1204,21.0,13.9,24.2,19.9,85.0,True
SAL11682,SAL11682,45,763,1557,1473,315,2.4,515,453,340,270,17,1358,37.9,33.4,25.0,1.3,21.8,Manageable (<30%),54,20.2,Manageable (<30%),43,0.5,88.0,0.3,0.7,42.7,13.8,331,1358,22.8,24.0,37.0,3528,26.8,16.1,27.4,23.0,84.9,True
SAL14380,SAL14380,45,690,1396,1517,318,2.5,126,137,23,10,0,298,42.3,46.0,7.7,0.0,25.1,Manageable (<30%),12,22.8,Manageable (<30%),6,0.0,97.3,1.0,0.8,43.6,8.1,86,298,19.4,23.6,38.5,767,19.6,17.5,21.6,21.3,84.9,True
SAL12452,SAL12452,50,1122,2339,2550,500,2.5,86,81,28,8,0,201,42.8,40.3,13.9,0.0,25.2,Manageable (<30%),70,21.4,Manageable (<30%),41,1.5,97.0,2.5,0.8,23.9,39.3,22,201,13.5,28.4,41.2,539,20.4,13.6,22.9,19.2,84.9,True
SAL13066,SAL13066,48,572,1037,1089,270,2.2,56,52,30,21,0,132,42.4,39.4,22.7,0.0,24.2,Manageable (<30%),0,26.0,Manageable (<30%),0,0.0,100.0,0.0,0.7,68.9,12.1,35,132,15.4,23.0,42.0,305,25.7,23.0,25.6,28.5,84.9,True
SAL14423,SAL14423,51,712,1625,1960,320,2.5,130,87,18,3,0,245,53.1,35.5,7.3,0.0,27.8,Manageable (<30%),32,19.7,Manageable (<30%),15,1.6,96.7,1.2,0.7,36.3,13.1,21,245,13.9,26.3,45.9,653,16.3,14.9,22.5,19.8,84.9,True
SAL13262,SAL13262,46,576,1150,1272,250,2.3,457,320,143,73,14,949,48.2,33.7,15.1,1.5,25.5,Manageable (<30%),54,21.7,Manageable (<30%),6,0.0,97.6,2.1,0.7,66.0,13.1,241,949,19.8,23.0,40.3,2447,21.7,21.7,25.3,25.8,84.9,True
SAL14255,SAL14255,50,498,941,906,220,2.2,297,145,144,72,18,619,48.0,23.4,23.3,2.9,22.2,Manageable (<30%),6,23.4,Manageable (<30%),5,1.9,95.6,2.9,0.7,75.4,6.1,174,619,18.7,20.2,44.5,1478,25.3,24.4,27.3,28.4,84.9,True
SAL14085,SAL14085,48,674,1617,1950,310,2.7,161,161,36,16,0,365,44.1,44.1,9.9,0.0,27.8,Manageable (<30%),47,19.2,Manageable (<30%),10,0.0,100.5,5.5,0.9,48.2,21.9,43,365,17.5,24.4,41.4,1052,18.8,18.8,23.2,22.3,84.9,True
SAL12158,SAL12158,37,960,2186,2300,445,2.8,325,598,264,199,10,1204,27.0,49.7,21.9,0.8,24.3,Manageable (<30%),254,20.4,Manageable (<30%),242,0.3,92.6,1.2,0.8,26.9,24.0,260,1204,24.3,30.8,23.0,3476,27.0,13.5,26.2,20.8,84.9,True
SAL12302,SAL12302,38,763,1425,1300,250,2.5,1125,1043,1001,590,106,3279,34.3,31.8,30.5,3.2,21.1,Manageable (<30%),113,17.5,Manageable (<30%),19,9.7,84.9,2.5,0.7,50.1,11.8,814,3279,25.6,22.9,30.9,9170,29.1,17.4,29.5,24.3,84.9,True
SAL13817,SAL13817,42,831,2120,2167,540,3.0,422,523,115,71,5,1074,39.3,48.7,10.7,0.5,23.6,Manageable (<30%),227,25.5,Manageable (<30%),162,0.6,98.6,0.3,0.7,27.4,28.2,211,1074,20.0,27.4,31.1,3365,22.0,14.6,21.8,19.6,84.9,True
SAL13587,SAL13587,47,867,2215,2800,380,3.0,139,89,85,42,0,340,40.9,26.2,25.0,0.0,29.2,Manageable (<30%),70,17.2,Manageable (<30%),52,0.0,97.6,3.5,0.8,23.8,44.1,54,340,23.6,26.3,35.7,1087,25.8,12.6,31.3,21.4,84.9,True
SAL12287,SAL12287,39,828,2065,2000,420,2.8,246,299,110,89,0,675,36.4,44.3,16.3,0.0,22.4,Manageable (<30%),80,20.3,Manageable (<30%),79,0.6,89.9,1.5,0.7,33.3,25.8,177,675,21.9,27.4,29.2,1962,23.3,14.6,23.8,20.0,84.9,True
SAL12521,SAL12521,40,706,1485,1780,335,2.6,45,58,15,0,0,121,37.2,47.9,12.4,0.0,27.7,Manageable (<30%),20,22.6,Manageable (<30%),3,0.0,100.0,0.0,0.8,32.2,19.8,27,121,19.1,30.5,31.6,351,21.8,14.8,23.8,21.1,84.9,True
SAL11887,SAL11887,38,841,2308,2383,590,3.1,155,228,35,31,0,414,37.4,55.1,8.5,0.0,23.8,Manageable (<30%),118,25.6,Manageable (<30%),60,0.0,98.6,0.0,0.7,25.6,32.4,44,414,21.3,30.0,26.4,1280,21.6,14.2,20.8,18.9,84.9,True
SAL13646,SAL13646,36,743,1837,2000,400,3.0,528,841,429,269,83,1838,28.7,45.8,23.3,4.5,25.1,Manageable (<30%),194,21.8,Manageable (<30%),233,1.1,94.9,0.8,0.8,34.4,18.0,669,1838,26.3,25.5,26.9,5785,28.2,15.3,27.7,22.7,84.8,True
SAL13364,SAL13364,37,969,2377,2522,620,2.9,174,232,85,80,0,494,35.2,47.0,17.2,0.0,24.5,Manageable (<30%),138,26.1,Manageable (<30%),159,0.0,100.0,0.0,0.7,27.3,38.5,70,494,21.3,27.5,26.5,1453,25.5,14.7,24.5,21.2,84.8,True
SAL13248,SAL13248,57,1045,2395,2550,600,2.4,192,148,42,13,0,401,47.9,36.9,10.5,0.0,24.6,Manageable (<30%),122,25.1,Manageable (<30%),31,0.0,99.0,0.7,0.6,22.7,54.4,37,401,11.9,22.7,53.4,1049,19.3,13.5,21.7,18.8,84.8,True
SAL14121,SAL14121,48,758,1583,1733,370,2.5,101,93,17,9,0,218,46.3,42.7,7.8,0.0,25.3,Manageable (<30%),20,23.4,Manageable (<30%),8,0.0,100.0,3.2,0.8,40.4,15.1,40,218,12.2,27.0,39.0,597,18.0,17.7,20.6,21.0,84.8,True
SAL11538,SAL11538,40,885,2128,2123,405,2.8,223,292,103,65,4,629,35.5,46.4,16.4,0.6,23.0,Manageable (<30%),124,19.0,Manageable (<30%),73,0.6,87.6,0.8,0.8,29.4,29.3,137,629,23.0,27.8,28.7,1814,23.3,13.4,24.1,19.4,84.8,True
SAL13770,SAL13770,52,779,2062,2167,510,2.7,118,93,6,3,0,218,54.1,42.7,2.8,0.0,24.3,Manageable (<30%),66,24.7,Manageable (<30%),5,0.0,100.0,2.3,0.7,28.4,33.0,11,218,17.6,21.6,45.8,625,16.6,15.2,19.8,18.1,84.8,True
SAL13053,SAL13053,50,757,1803,1950,460,2.7,119,95,16,6,0,240,49.6,39.6,6.7,0.0,25.0,Manageable (<30%),34,25.5,Manageable (<30%),17,0.0,99.6,0.0,0.7,30.4,14.2,55,240,17.2,22.4,44.3,696,18.8,15.1,21.5,19.6,84.8,True
SAL11486,SAL11486,49,554,1348,1658,300,2.6,84,53,7,7,0,147,57.1,36.1,4.8,0.0,28.4,Manageable (<30%),8,22.3,Manageable (<30%),0,0.0,100.0,0.0,0.7,40.8,20.4,40,147,16.5,24.8,43.5,407,16.2,16.2,22.5,20.8,84.8,True
SAL11105,SAL11105,33,903,2108,2167,410,2.9,1180,2491,1344,795,362,5115,23.1,48.7,26.3,7.1,23.7,Manageable (<30%),802,19.4,Manageable (<30%),919,0.3,89.6,0.9,0.8,28.8,25.6,1660,5115,28.8,26.5,21.7,15779,29.8,13.4,28.3,21.6,84.8,True
SAL10653,SAL10653,45,729,1765,1900,400,2.5,191,235,75,50,0,499,38.3,47.1,15.0,0.0,24.8,Manageable (<30%),80,22.7,Manageable (<30%),53,1.0,98.4,3.0,0.8,40.9,21.8,83,499,19.8,28.1,34.9,1300,22.9,17.5,23.7,22.2,84.8,True
SAL10261,SAL10261,39,789,2213,2392,480,3.3,58,99,6,4,0,170,34.1,58.2,3.5,0.0,24.9,Manageable (<30%),64,21.7,Manageable (<30%),9,0.0,96.5,2.9,0.8,12.4,34.1,37,170,25.3,24.3,30.7,576,19.6,11.5,20.2,15.4,84.7,True
SAL14226,SAL14226,39,781,2062,2524,420,3.4,86,68,20,5,0,179,48.0,38.0,11.2,0.0,28.2,Manageable (<30%),58,20.4,Manageable (<30%),9,0.0,98.3,1.7,0.8,21.2,36.9,50,179,26.5,23.5,31.6,665,21.1,12.5,26.1,18.8,84.7,True
SAL12384,SAL12384,38,809,2158,2400,460,3.3,416,444,243,167,0,1147,36.3,38.7,21.2,0.0,25.7,Manageable (<30%),283,21.3,Manageable (<30%),263,1.6,95.7,1.7,0.9,27.1,30.5,361,1147,26.4,26.1,28.5,4024,26.5,14.1,28.0,21.4,84.7,True
SAL12510,SAL12510,41,763,2079,2500,430,3.3,67,66,37,25,0,181,37.0,36.5,20.4,0.0,27.8,Manageable (<30%),48,20.7,Manageable (<30%),32,0.0,98.3,2.2,0.9,17.1,26.5,41,181,20.3,29.1,30.7,616,24.7,12.1,27.7,20.1,84.7,True
SAL13628,SAL13628,30,1118,2403,2500,510,3.0,340,1989,831,734,10,3205,10.6,62.1,25.9,0.3,24.0,Manageable (<30%),929,21.2,Manageable (<30%),1341,0.7,93.8,2.6,0.8,14.9,23.0,861,3205,33.3,26.3,11.5,9868,32.3,11.7,27.8,19.9,84.7,True
SAL14116,SAL14116,56,572,1062,1094,240,2.2,99,33,19,4,0,159,62.3,20.8,11.9,0.0,23.8,Manageable (<30%),10,22.6,Manageable (<30%),0,0.0,98.1,5.0,0.7,58.5,6.3,13,159,13.6,20.7,52.6,382,18.0,21.4,23.7,23.8,84.7,True
SAL13214,SAL13214,43,748,1921,2250,395,3.1,41,43,16,8,0,101,40.6,42.6,15.8,0.0,27.0,Manageable (<30%),26,20.6,Manageable (<30%),12,0.0,100.0,5.0,0.9,34.7,25.7,29,101,22.2,26.7,32.4,333,22.9,16.4,25.7,21.6,84.7,True
SAL11008,SAL11008,48,805,1550,1687,340,2.3,48,26,15,7,0,102,47.1,25.5,14.7,0.0,25.1,Manageable (<30%),16,21.9,Manageable (<30%),9,0.0,100.0,5.9,0.8,38.2,21.6,24,102,19.0,27.3,39.9,253,21.5,17.6,25.7,21.6,84.7,True
SAL12098,SAL12098,36,803,1737,1800,360,2.7,1109,1326,965,609,216,3487,31.8,38.0,27.7,6.2,23.9,Manageable (<30%),193,20.7,Manageable (<30%),353,0.7,92.6,2.2,0.7,39.5,16.3,1129,3487,25.9,24.3,27.4,10039,29.3,16.2,29.2,23.7,84.7,True
SAL10807,SAL10807,55,662,1187,1517,195,2.1,61,36,15,5,0,116,52.6,31.0,12.9,0.0,29.5,Manageable (<30%),0,16.4,Manageable (<30%),0,0.0,94.8,2.6,0.6,75.0,12.1,12,116,13.3,20.3,53.5,271,17.5,21.9,25.2,26.2,84.7,True
SAL11818,SAL11818,37,787,1564,1517,300,2.5,1215,1267,1169,750,179,3798,32.0,33.4,30.8,4.7,22.4,Manageable (<30%),185,19.2,Manageable (<30%),269,2.2,88.1,2.4,0.7,48.4,18.0,932,3798,24.6,22.0,30.8,10359,29.8,17.6,29.8,24.9,84.7,True
SAL11888,SAL11888,41,802,1794,1950,400,2.6,690,887,281,176,28,1896,36.4,46.8,14.8,1.5,25.1,Manageable (<30%),210,22.3,Manageable (<30%),151,0.5,96.5,2.0,0.8,38.4,18.4,487,1896,21.7,28.1,30.7,5077,23.3,16.6,24.1,21.8,84.7,True
SAL10985,SAL10985,38,796,1875,2100,430,2.8,206,280,106,74,4,603,34.2,46.4,17.6,0.7,25.8,Manageable (<30%),92,22.9,Manageable (<30%),92,0.5,98.7,2.0,0.8,35.5,19.9,135,603,26.0,25.4,28.7,1775,25.7,16.2,26.2,22.2,84.7,True
SAL12793,SAL12793,42,832,2293,2450,500,2.8,276,207,83,53,8,575,48.0,36.0,14.4,1.4,24.7,Manageable (<30%),132,21.8,Manageable (<30%),107,1.6,93.6,1.0,0.8,32.0,36.9,107,575,23.7,25.5,32.8,1611,22.2,14.8,25.3,20.5,84.6,True
SAL13316,SAL13316,36,812,1907,2000,410,3.0,606,909,388,295,15,1944,31.2,46.8,20.0,0.8,24.2,Manageable (<30%),179,21.5,Manageable (<30%),247,0.9,92.3,0.6,0.8,29.3,18.0,614,1944,25.5,25.7,27.4,5943,26.4,14.1,26.1,21.0,84.6,True
SAL14466,SAL14466,37,725,1622,1733,390,2.7,234,287,185,124,0,726,32.2,39.5,25.5,0.0,24.7,Manageable (<30%),42,24.0,Manageable (<30%),76,0.0,98.8,3.0,0.8,38.0,10.9,309,726,28.4,24.6,28.5,2020,29.9,17.3,29.3,24.2,84.6,True
SAL14429,SAL14429,49,824,1674,1517,403,2.4,68,69,21,17,0,160,42.5,43.1,13.1,0.0,20.9,Manageable (<30%),6,24.1,Manageable (<30%),23,4.4,94.4,3.8,0.8,39.4,13.8,33,160,14.1,27.2,42.5,419,21.0,17.8,20.8,21.0,84.6,True
SAL10910,SAL10910,41,757,1693,1905,380,2.6,245,308,158,89,38,722,33.9,42.7,21.9,5.3,26.0,Manageable (<30%),82,22.4,Manageable (<30%),77,1.2,96.5,1.0,0.8,40.3,13.2,246,722,23.4,25.3,33.0,1987,26.8,16.7,27.4,23.7,84.6,True
SAL13458,SAL13458,38,759,1797,2000,410,2.8,662,858,375,266,38,1926,34.4,44.5,19.5,2.0,25.7,Manageable (<30%),194,22.8,Manageable (<30%),212,1.0,96.7,0.7,0.8,35.3,13.7,601,1926,25.1,25.4,29.0,5632,26.2,15.7,26.7,22.5,84.6,True
SAL12104,SAL12104,48,642,1381,1517,342,2.6,174,164,78,48,9,426,40.8,38.5,18.3,2.1,25.3,Manageable (<30%),26,24.8,Manageable (<30%),12,0.0,97.9,0.0,0.8,57.7,8.0,142,426,18.6,23.9,38.4,1153,24.4,20.6,25.5,26.0,84.6,True
SAL13204,SAL13204,48,944,2075,2392,460,2.4,53,81,28,23,0,164,32.3,49.4,17.1,0.0,26.6,Manageable (<30%),38,22.2,Manageable (<30%),27,0.0,98.8,2.4,0.7,26.2,42.7,24,164,21.7,28.8,38.7,406,24.6,14.0,25.2,20.6,84.6,True
SAL13212,SAL13212,38,939,2181,2383,375,2.8,574,864,348,247,48,1830,31.4,47.2,19.0,2.6,25.2,Manageable (<30%),504,17.2,Manageable (<30%),194,3.8,90.1,3.7,0.8,30.9,34.4,390,1830,24.6,26.9,28.2,5282,24.5,14.0,26.0,20.2,84.6,True
